county,date,deaths,cumulative_deaths,reported_deaths,cumulative_reported_deaths
Lake,2/1/2020,0,0,0,0
Lassen,2/1/2020,0,0,0,0
Los Angeles,2/1/2020,0,3,0,0
Madera,2/1/2020,0,1,0,0
Marin,2/1/2020,0,0,0,0
Mariposa,2/1/2020,0,0,0,0
Mendocino,2/1/2020,0,0,0,0
Merced,2/1/2020,0,0,0,0
Modoc,2/1/2020,0,0,0,0
Mono,2/1/2020,0,0,0,0
Monterey,2/1/2020,0,0,0,0
Napa,2/1/2020,0,0,0,0
Nevada,2/1/2020,0,0,0,0
Orange,2/1/2020,0,0,0,0
Placer,2/1/2020,0,0,0,0
Plumas,2/1/2020,0,0,0,0
Riverside,2/1/2020,0,1,0,0
Sacramento,2/1/2020,0,1,0,0
San Benito,2/1/2020,0,0,0,0
San Bernardino,2/1/2020,0,4,0,0
San Diego,2/1/2020,0,0,0,0
San Francisco,2/1/2020,0,0,0,0
San Joaquin,2/1/2020,0,1,0,0
San Luis Obispo,2/1/2020,0,2,0,0
San Mateo,2/1/2020,0,0,0,0
Santa Barbara,2/1/2020,0,0,0,0
Santa Clara,2/1/2020,0,4,0,0
Santa Cruz,2/1/2020,0,0,0,0
Shasta,2/1/2020,0,0,0,0
Sierra,2/1/2020,0,0,0,0
Siskiyou,2/1/2020,0,0,0,0
Solano,2/1/2020,0,4,0,0
Sonoma,2/1/2020,0,0,0,0
Stanislaus,2/1/2020,0,0,0,0
Sutter,2/1/2020,0,0,0,0
Tehama,2/1/2020,0,0,0,0
Trinity,2/1/2020,0,0,0,0
Tulare,2/1/2020,0,0,0,0
Tuolumne,2/1/2020,0,0,0,0
Ventura,2/1/2020,0,1,0,0
Yolo,2/1/2020,0,1,0,0
Yuba,2/1/2020,0,0,0,0
Alameda,1/31/2020,0,0,0,0
Alpine,1/31/2020,0,0,0,0
Amador,1/31/2020,0,0,0,0
Butte,1/31/2020,0,0,0,0
Calaveras,1/31/2020,0,0,0,0
California,1/31/2020,0,24,0,0
Colusa,1/31/2020,0,0,0,0
Contra Costa,1/31/2020,0,0,0,0
Del Norte,1/31/2020,0,0,0,0
El Dorado,1/31/2020,0,0,0,0
Fresno,1/31/2020,0,0,0,0
Glenn,1/31/2020,0,0,0,0
Humboldt,1/31/2020,0,0,0,0
Imperial,1/31/2020,0,1,0,0
Inyo,1/31/2020,0,0,0,0
Kern,1/31/2020,0,0,0,0
Kings,1/31/2020,0,0,0,0
Lake,1/31/2020,0,0,0,0
Lassen,1/31/2020,0,0,0,0
Los Angeles,1/31/2020,0,3,0,0
Madera,1/31/2020,0,1,0,0
Marin,1/31/2020,0,0,0,0
Mariposa,1/31/2020,0,0,0,0
Mendocino,1/31/2020,0,0,0,0
Merced,1/31/2020,0,0,0,0
Modoc,1/31/2020,0,0,0,0
Mono,1/31/2020,0,0,0,0
Monterey,1/31/2020,0,0,0,0
Napa,1/31/2020,0,0,0,0
Nevada,1/31/2020,0,0,0,0
Orange,1/31/2020,0,0,0,0
Placer,1/31/2020,0,0,0,0
Plumas,1/31/2020,0,0,0,0
Riverside,1/31/2020,0,1,0,0
Sacramento,1/31/2020,0,1,0,0
San Benito,1/31/2020,0,0,0,0
San Bernardino,1/31/2020,0,4,0,0
San Diego,1/31/2020,0,0,0,0
San Francisco,1/31/2020,0,0,0,0
San Joaquin,1/31/2020,0,1,0,0
San Luis Obispo,1/31/2020,0,2,0,0
San Mateo,1/31/2020,0,0,0,0
Santa Barbara,1/31/2020,0,0,0,0
Santa Clara,1/31/2020,0,4,0,0
Santa Cruz,1/31/2020,0,0,0,0
Shasta,1/31/2020,0,0,0,0
Sierra,1/31/2020,0,0,0,0
Siskiyou,1/31/2020,0,0,0,0
Solano,1/31/2020,0,4,0,0
Sonoma,1/31/2020,0,0,0,0
Stanislaus,1/31/2020,0,0,0,0
Sutter,1/31/2020,0,0,0,0
Tehama,1/31/2020,0,0,0,0
Trinity,1/31/2020,0,0,0,0
Tulare,1/31/2020,0,0,0,0
Tuolumne,1/31/2020,0,0,0,0
Ventura,1/31/2020,0,1,0,0
Yolo,1/31/2020,0,1,0,0
Yuba,1/31/2020,0,0,0,0
Alameda,1/30/2020,0,0,0,0
Alpine,1/30/2020,0,0,0,0
Amador,1/30/2020,0,0,0,0
Butte,1/30/2020,0,0,0,0
Calaveras,1/30/2020,0,0,0,0
California,1/30/2020,1,24,0,0
Colusa,1/30/2020,0,0,0,0
Contra Costa,1/30/2020,0,0,0,0
Del Norte,1/30/2020,0,0,0,0
El Dorado,1/30/2020,0,0,0,0
Fresno,1/30/2020,0,0,0,0
Glenn,1/30/2020,0,0,0,0
Humboldt,1/30/2020,0,0,0,0
Imperial,1/30/2020,0,1,0,0
Inyo,1/30/2020,0,0,0,0
Kern,1/30/2020,0,0,0,0
Kings,1/30/2020,0,0,0,0
Lake,1/30/2020,0,0,0,0
Lassen,1/30/2020,0,0,0,0
Los Angeles,1/30/2020,0,3,0,0
Madera,1/30/2020,0,1,0,0
Marin,1/30/2020,0,0,0,0
Mariposa,1/30/2020,0,0,0,0
Mendocino,1/30/2020,0,0,0,0
Merced,1/30/2020,0,0,0,0
Modoc,1/30/2020,0,0,0,0
Mono,1/30/2020,0,0,0,0
Monterey,1/30/2020,0,0,0,0
Napa,1/30/2020,0,0,0,0
Nevada,1/30/2020,0,0,0,0
Orange,1/30/2020,0,0,0,0
Placer,1/30/2020,0,0,0,0
Plumas,1/30/2020,0,0,0,0
Riverside,1/30/2020,0,1,0,0
Sacramento,1/30/2020,0,1,0,0
San Benito,1/30/2020,0,0,0,0
San Bernardino,1/30/2020,1,4,0,0
San Diego,1/30/2020,0,0,0,0
San Francisco,1/30/2020,0,0,0,0
San Joaquin,1/30/2020,0,1,0,0
San Luis Obispo,1/30/2020,0,2,0,0
San Mateo,1/30/2020,0,0,0,0
Santa Barbara,1/30/2020,0,0,0,0
Santa Clara,1/30/2020,0,4,0,0
Santa Cruz,1/30/2020,0,0,0,0
Shasta,1/30/2020,0,0,0,0
Sierra,1/30/2020,0,0,0,0
Siskiyou,1/30/2020,0,0,0,0
Solano,1/30/2020,0,4,0,0
Sonoma,1/30/2020,0,0,0,0
Stanislaus,1/30/2020,0,0,0,0
Sutter,1/30/2020,0,0,0,0
Tehama,1/30/2020,0,0,0,0
Trinity,1/30/2020,0,0,0,0
Tulare,1/30/2020,0,0,0,0
Tuolumne,1/30/2020,0,0,0,0
Ventura,1/30/2020,0,1,0,0
Yolo,1/30/2020,0,1,0,0
Yuba,1/30/2020,0,0,0,0
Alameda,1/29/2020,0,0,0,0
Alpine,1/29/2020,0,0,0,0
Amador,1/29/2020,0,0,0,0
Butte,1/29/2020,0,0,0,0
Calaveras,1/29/2020,0,0,0,0
California,1/29/2020,0,23,0,0
Colusa,1/29/2020,0,0,0,0
Contra Costa,1/29/2020,0,0,0,0
Del Norte,1/29/2020,0,0,0,0
El Dorado,1/29/2020,0,0,0,0
Fresno,1/29/2020,0,0,0,0
Glenn,1/29/2020,0,0,0,0
Humboldt,1/29/2020,0,0,0,0
Imperial,1/29/2020,0,1,0,0
Inyo,1/29/2020,0,0,0,0
Kern,1/29/2020,0,0,0,0
Kings,1/29/2020,0,0,0,0
Lake,1/29/2020,0,0,0,0
Lassen,1/29/2020,0,0,0,0
Los Angeles,1/29/2020,0,3,0,0
Madera,1/29/2020,0,1,0,0
Marin,1/29/2020,0,0,0,0
Mariposa,1/29/2020,0,0,0,0
Mendocino,1/29/2020,0,0,0,0
Merced,1/29/2020,0,0,0,0
Modoc,1/29/2020,0,0,0,0
Mono,1/29/2020,0,0,0,0
Monterey,1/29/2020,0,0,0,0
Napa,1/29/2020,0,0,0,0
Nevada,1/29/2020,0,0,0,0
Orange,1/29/2020,0,0,0,0
Placer,1/29/2020,0,0,0,0
Plumas,1/29/2020,0,0,0,0
Riverside,1/29/2020,0,1,0,0
Sacramento,1/29/2020,0,1,0,0
San Benito,1/29/2020,0,0,0,0
San Bernardino,1/29/2020,0,3,0,0
San Diego,1/29/2020,0,0,0,0
San Francisco,1/29/2020,0,0,0,0
San Joaquin,1/29/2020,0,1,0,0
San Luis Obispo,1/29/2020,0,2,0,0
San Mateo,1/29/2020,0,0,0,0
Santa Barbara,1/29/2020,0,0,0,0
Santa Clara,1/29/2020,0,4,0,0
Santa Cruz,1/29/2020,0,0,0,0
Shasta,1/29/2020,0,0,0,0
Sierra,1/29/2020,0,0,0,0
Siskiyou,1/29/2020,0,0,0,0
Solano,1/29/2020,0,4,0,0
Sonoma,1/29/2020,0,0,0,0
Stanislaus,1/29/2020,0,0,0,0
Sutter,1/29/2020,0,0,0,0
Tehama,1/29/2020,0,0,0,0
Trinity,1/29/2020,0,0,0,0
Tulare,1/29/2020,0,0,0,0
Tuolumne,1/29/2020,0,0,0,0
Ventura,1/29/2020,0,1,0,0
Yolo,1/29/2020,0,1,0,0
Yuba,1/29/2020,0,0,0,0
Alameda,1/28/2020,0,0,0,0
Alpine,1/28/2020,0,0,0,0
Amador,1/28/2020,0,0,0,0
Butte,1/28/2020,0,0,0,0
Calaveras,1/28/2020,0,0,0,0
California,1/28/2020,0,23,0,0
Colusa,1/28/2020,0,0,0,0
Contra Costa,1/28/2020,0,0,0,0
Del Norte,1/28/2020,0,0,0,0
El Dorado,1/28/2020,0,0,0,0
Fresno,1/28/2020,0,0,0,0
Glenn,1/28/2020,0,0,0,0
Humboldt,1/28/2020,0,0,0,0
Imperial,1/28/2020,0,1,0,0
Inyo,1/28/2020,0,0,0,0
Kern,1/28/2020,0,0,0,0
Kings,1/28/2020,0,0,0,0
Lake,1/28/2020,0,0,0,0
Lassen,1/28/2020,0,0,0,0
Los Angeles,1/28/2020,0,3,0,0
Madera,1/28/2020,0,1,0,0
Marin,1/28/2020,0,0,0,0
Mariposa,1/28/2020,0,0,0,0
Mendocino,1/28/2020,0,0,0,0
Merced,1/28/2020,0,0,0,0
Modoc,1/28/2020,0,0,0,0
Mono,1/28/2020,0,0,0,0
Monterey,1/28/2020,0,0,0,0
Napa,1/28/2020,0,0,0,0
Nevada,1/28/2020,0,0,0,0
Orange,1/28/2020,0,0,0,0
Placer,1/28/2020,0,0,0,0
Plumas,1/28/2020,0,0,0,0
Riverside,1/28/2020,0,1,0,0
Sacramento,1/28/2020,0,1,0,0
San Benito,1/28/2020,0,0,0,0
San Bernardino,1/28/2020,0,3,0,0
San Diego,1/28/2020,0,0,0,0
San Francisco,1/28/2020,0,0,0,0
San Joaquin,1/28/2020,0,1,0,0
San Luis Obispo,1/28/2020,0,2,0,0
San Mateo,1/28/2020,0,0,0,0
Santa Barbara,1/28/2020,0,0,0,0
Santa Clara,1/28/2020,0,4,0,0
Santa Cruz,1/28/2020,0,0,0,0
Shasta,1/28/2020,0,0,0,0
Sierra,1/28/2020,0,0,0,0
Siskiyou,1/28/2020,0,0,0,0
Solano,1/28/2020,0,4,0,0
Sonoma,1/28/2020,0,0,0,0
Stanislaus,1/28/2020,0,0,0,0
Sutter,1/28/2020,0,0,0,0
Tehama,1/28/2020,0,0,0,0
Trinity,1/28/2020,0,0,0,0
Tulare,1/28/2020,0,0,0,0
Tuolumne,1/28/2020,0,0,0,0
Ventura,1/28/2020,0,1,0,0
Yolo,1/28/2020,0,1,0,0
Yuba,1/28/2020,0,0,0,0
Alameda,1/27/2020,0,0,0,0
Alpine,1/27/2020,0,0,0,0
Amador,1/27/2020,0,0,0,0
Butte,1/27/2020,0,0,0,0
Calaveras,1/27/2020,0,0,0,0
California,1/27/2020,1,23,0,0
Colusa,1/27/2020,0,0,0,0
Contra Costa,1/27/2020,0,0,0,0
Del Norte,1/27/2020,0,0,0,0
El Dorado,1/27/2020,0,0,0,0
Fresno,1/27/2020,0,0,0,0
Glenn,1/27/2020,0,0,0,0
Humboldt,1/27/2020,0,0,0,0
Imperial,1/27/2020,0,1,0,0
Inyo,1/27/2020,0,0,0,0
Kern,1/27/2020,0,0,0,0
Kings,1/27/2020,0,0,0,0
Lake,1/27/2020,0,0,0,0
Lassen,1/27/2020,0,0,0,0
Los Angeles,1/27/2020,0,3,0,0
Madera,1/27/2020,0,1,0,0
Marin,1/27/2020,0,0,0,0
Mariposa,1/27/2020,0,0,0,0
Mendocino,1/27/2020,0,0,0,0
Merced,1/27/2020,0,0,0,0
Modoc,1/27/2020,0,0,0,0
Mono,1/27/2020,0,0,0,0
Monterey,1/27/2020,0,0,0,0
Napa,1/27/2020,0,0,0,0
Nevada,1/27/2020,0,0,0,0
Orange,1/27/2020,0,0,0,0
Placer,1/27/2020,0,0,0,0
Plumas,1/27/2020,0,0,0,0
Riverside,1/27/2020,0,1,0,0
Sacramento,1/27/2020,0,1,0,0
San Benito,1/27/2020,0,0,0,0
San Bernardino,1/27/2020,0,3,0,0
San Diego,1/27/2020,0,0,0,0
San Francisco,1/27/2020,0,0,0,0
San Joaquin,1/27/2020,0,1,0,0
San Luis Obispo,1/27/2020,0,2,0,0
San Mateo,1/27/2020,0,0,0,0
Santa Barbara,1/27/2020,0,0,0,0
Santa Clara,1/27/2020,0,4,0,0
Santa Cruz,1/27/2020,0,0,0,0
Shasta,1/27/2020,0,0,0,0
Sierra,1/27/2020,0,0,0,0
Siskiyou,1/27/2020,0,0,0,0
Solano,1/27/2020,1,4,0,0
Sonoma,1/27/2020,0,0,0,0
Stanislaus,1/27/2020,0,0,0,0
Sutter,1/27/2020,0,0,0,0
Tehama,1/27/2020,0,0,0,0
Trinity,1/27/2020,0,0,0,0
Tulare,1/27/2020,0,0,0,0
Tuolumne,1/27/2020,0,0,0,0
Ventura,1/27/2020,0,1,0,0
Yolo,1/27/2020,0,1,0,0
Yuba,1/27/2020,0,0,0,0
Alameda,1/26/2020,0,0,0,0
Alpine,1/26/2020,0,0,0,0
Amador,1/26/2020,0,0,0,0
Butte,1/26/2020,0,0,0,0
Calaveras,1/26/2020,0,0,0,0
California,1/26/2020,0,22,0,0
Colusa,1/26/2020,0,0,0,0
Contra Costa,1/26/2020,0,0,0,0
Del Norte,1/26/2020,0,0,0,0
El Dorado,1/26/2020,0,0,0,0
Fresno,1/26/2020,0,0,0,0
Glenn,1/26/2020,0,0,0,0
Humboldt,1/26/2020,0,0,0,0
Imperial,1/26/2020,0,1,0,0
Inyo,1/26/2020,0,0,0,0
Kern,1/26/2020,0,0,0,0
Kings,1/26/2020,0,0,0,0
Lake,1/26/2020,0,0,0,0
Lassen,1/26/2020,0,0,0,0
Los Angeles,1/26/2020,0,3,0,0
Madera,1/26/2020,0,1,0,0
Marin,1/26/2020,0,0,0,0
Mariposa,1/26/2020,0,0,0,0
Mendocino,1/26/2020,0,0,0,0
Merced,1/26/2020,0,0,0,0
Modoc,1/26/2020,0,0,0,0
Mono,1/26/2020,0,0,0,0
Monterey,1/26/2020,0,0,0,0
Napa,1/26/2020,0,0,0,0
Nevada,1/26/2020,0,0,0,0
Orange,1/26/2020,0,0,0,0
Placer,1/26/2020,0,0,0,0
Plumas,1/26/2020,0,0,0,0
Riverside,1/26/2020,0,1,0,0
Sacramento,1/26/2020,0,1,0,0
San Benito,1/26/2020,0,0,0,0
San Bernardino,1/26/2020,0,3,0,0
San Diego,1/26/2020,0,0,0,0
San Francisco,1/26/2020,0,0,0,0
San Joaquin,1/26/2020,0,1,0,0
San Luis Obispo,1/26/2020,0,2,0,0
San Mateo,1/26/2020,0,0,0,0
Santa Barbara,1/26/2020,0,0,0,0
Santa Clara,1/26/2020,0,4,0,0
Santa Cruz,1/26/2020,0,0,0,0
Shasta,1/26/2020,0,0,0,0
Sierra,1/26/2020,0,0,0,0
Siskiyou,1/26/2020,0,0,0,0
Solano,1/26/2020,0,3,0,0
Sonoma,1/26/2020,0,0,0,0
Stanislaus,1/26/2020,0,0,0,0
Sutter,1/26/2020,0,0,0,0
Tehama,1/26/2020,0,0,0,0
Trinity,1/26/2020,0,0,0,0
Tulare,1/26/2020,0,0,0,0
Tuolumne,1/26/2020,0,0,0,0
Ventura,1/26/2020,0,1,0,0
Yolo,1/26/2020,0,1,0,0
Yuba,1/26/2020,0,0,0,0
Alameda,1/25/2020,0,0,0,0
Alpine,1/25/2020,0,0,0,0
Amador,1/25/2020,0,0,0,0
Butte,1/25/2020,0,0,0,0
Calaveras,1/25/2020,0,0,0,0
California,1/25/2020,0,22,0,0
Colusa,1/25/2020,0,0,0,0
Contra Costa,1/25/2020,0,0,0,0
Del Norte,1/25/2020,0,0,0,0
El Dorado,1/25/2020,0,0,0,0
Fresno,1/25/2020,0,0,0,0
Glenn,1/25/2020,0,0,0,0
Humboldt,1/25/2020,0,0,0,0
Imperial,1/25/2020,0,1,0,0
Inyo,1/25/2020,0,0,0,0
Kern,1/25/2020,0,0,0,0
Kings,1/25/2020,0,0,0,0
Lake,1/25/2020,0,0,0,0
Lassen,1/25/2020,0,0,0,0
Los Angeles,1/25/2020,0,3,0,0
Madera,1/25/2020,0,1,0,0
Marin,1/25/2020,0,0,0,0
Mariposa,1/25/2020,0,0,0,0
Mendocino,1/25/2020,0,0,0,0
Merced,1/25/2020,0,0,0,0
Modoc,1/25/2020,0,0,0,0
Mono,1/25/2020,0,0,0,0
Monterey,1/25/2020,0,0,0,0
Napa,1/25/2020,0,0,0,0
Nevada,1/25/2020,0,0,0,0
Orange,1/25/2020,0,0,0,0
Placer,1/25/2020,0,0,0,0
Plumas,1/25/2020,0,0,0,0
Riverside,1/25/2020,0,1,0,0
Sacramento,1/25/2020,0,1,0,0
San Benito,1/25/2020,0,0,0,0
San Bernardino,1/25/2020,0,3,0,0
San Diego,1/25/2020,0,0,0,0
San Francisco,1/25/2020,0,0,0,0
San Joaquin,1/25/2020,0,1,0,0
San Luis Obispo,1/25/2020,0,2,0,0
San Mateo,1/25/2020,0,0,0,0
Santa Barbara,1/25/2020,0,0,0,0
Santa Clara,1/25/2020,0,4,0,0
Santa Cruz,1/25/2020,0,0,0,0
Shasta,1/25/2020,0,0,0,0
Sierra,1/25/2020,0,0,0,0
Siskiyou,1/25/2020,0,0,0,0
Solano,1/25/2020,0,3,0,0
Sonoma,1/25/2020,0,0,0,0
Stanislaus,1/25/2020,0,0,0,0
Sutter,1/25/2020,0,0,0,0
Tehama,1/25/2020,0,0,0,0
Trinity,1/25/2020,0,0,0,0
Tulare,1/25/2020,0,0,0,0
Tuolumne,1/25/2020,0,0,0,0
Ventura,1/25/2020,0,1,0,0
Yolo,1/25/2020,0,1,0,0
Yuba,1/25/2020,0,0,0,0
Alameda,1/24/2020,0,0,0,0
Alpine,1/24/2020,0,0,0,0
Amador,1/24/2020,0,0,0,0
Butte,1/24/2020,0,0,0,0
Calaveras,1/24/2020,0,0,0,0
California,1/24/2020,0,22,0,0
Colusa,1/24/2020,0,0,0,0
Contra Costa,1/24/2020,0,0,0,0
Del Norte,1/24/2020,0,0,0,0
El Dorado,1/24/2020,0,0,0,0
Fresno,1/24/2020,0,0,0,0
Glenn,1/24/2020,0,0,0,0
Humboldt,1/24/2020,0,0,0,0
Imperial,1/24/2020,0,1,0,0
Inyo,1/24/2020,0,0,0,0
Kern,1/24/2020,0,0,0,0
Kings,1/24/2020,0,0,0,0
Lake,1/24/2020,0,0,0,0
Lassen,1/24/2020,0,0,0,0
Los Angeles,1/24/2020,0,3,0,0
Madera,1/24/2020,0,1,0,0
Marin,1/24/2020,0,0,0,0
Mariposa,1/24/2020,0,0,0,0
Mendocino,1/24/2020,0,0,0,0
Merced,1/24/2020,0,0,0,0
Modoc,1/24/2020,0,0,0,0
Mono,1/24/2020,0,0,0,0
Monterey,1/24/2020,0,0,0,0
Napa,1/24/2020,0,0,0,0
Nevada,1/24/2020,0,0,0,0
Orange,1/24/2020,0,0,0,0
Placer,1/24/2020,0,0,0,0
Plumas,1/24/2020,0,0,0,0
Riverside,1/24/2020,0,1,0,0
Sacramento,1/24/2020,0,1,0,0
San Benito,1/24/2020,0,0,0,0
San Bernardino,1/24/2020,0,3,0,0
San Diego,1/24/2020,0,0,0,0
San Francisco,1/24/2020,0,0,0,0
San Joaquin,1/24/2020,0,1,0,0
San Luis Obispo,1/24/2020,0,2,0,0
San Mateo,1/24/2020,0,0,0,0
Santa Barbara,1/24/2020,0,0,0,0
Santa Clara,1/24/2020,0,4,0,0
Santa Cruz,1/24/2020,0,0,0,0
Shasta,1/24/2020,0,0,0,0
Sierra,1/24/2020,0,0,0,0
Siskiyou,1/24/2020,0,0,0,0
Solano,1/24/2020,0,3,0,0
Sonoma,1/24/2020,0,0,0,0
Stanislaus,1/24/2020,0,0,0,0
Sutter,1/24/2020,0,0,0,0
Tehama,1/24/2020,0,0,0,0
Trinity,1/24/2020,0,0,0,0
Tulare,1/24/2020,0,0,0,0
Tuolumne,1/24/2020,0,0,0,0
Ventura,1/24/2020,0,1,0,0
Yolo,1/24/2020,0,1,0,0
Yuba,1/24/2020,0,0,0,0
Alameda,1/23/2020,0,0,0,0
Alpine,1/23/2020,0,0,0,0
Amador,1/23/2020,0,0,0,0
Butte,1/23/2020,0,0,0,0
Calaveras,1/23/2020,0,0,0,0
California,1/23/2020,1,22,0,0
Colusa,1/23/2020,0,0,0,0
Contra Costa,1/23/2020,0,0,0,0
Del Norte,1/23/2020,0,0,0,0
El Dorado,1/23/2020,0,0,0,0
Fresno,1/23/2020,0,0,0,0
Glenn,1/23/2020,0,0,0,0
Humboldt,1/23/2020,0,0,0,0
Imperial,1/23/2020,0,1,0,0
Inyo,1/23/2020,0,0,0,0
Kern,1/23/2020,0,0,0,0
Kings,1/23/2020,0,0,0,0
Lake,1/23/2020,0,0,0,0
Lassen,1/23/2020,0,0,0,0
Los Angeles,1/23/2020,0,3,0,0
Madera,1/23/2020,0,1,0,0
Marin,1/23/2020,0,0,0,0
Mariposa,1/23/2020,0,0,0,0
Mendocino,1/23/2020,0,0,0,0
Merced,1/23/2020,0,0,0,0
Modoc,1/23/2020,0,0,0,0
Mono,1/23/2020,0,0,0,0
Monterey,1/23/2020,0,0,0,0
Napa,1/23/2020,0,0,0,0
Nevada,1/23/2020,0,0,0,0
Orange,1/23/2020,0,0,0,0
Placer,1/23/2020,0,0,0,0
Plumas,1/23/2020,0,0,0,0
Riverside,1/23/2020,0,1,0,0
Sacramento,1/23/2020,0,1,0,0
San Benito,1/23/2020,0,0,0,0
San Bernardino,1/23/2020,0,3,0,0
San Diego,1/23/2020,0,0,0,0
San Francisco,1/23/2020,0,0,0,0
San Joaquin,1/23/2020,0,1,0,0
San Luis Obispo,1/23/2020,0,2,0,0
San Mateo,1/23/2020,0,0,0,0
Santa Barbara,1/23/2020,0,0,0,0
Santa Clara,1/23/2020,0,4,0,0
Santa Cruz,1/23/2020,0,0,0,0
Shasta,1/23/2020,0,0,0,0
Sierra,1/23/2020,0,0,0,0
Siskiyou,1/23/2020,0,0,0,0
Solano,1/23/2020,1,3,0,0
Sonoma,1/23/2020,0,0,0,0
Stanislaus,1/23/2020,0,0,0,0
Sutter,1/23/2020,0,0,0,0
Tehama,1/23/2020,0,0,0,0
Trinity,1/23/2020,0,0,0,0
Tulare,1/23/2020,0,0,0,0
Tuolumne,1/23/2020,0,0,0,0
Ventura,1/23/2020,0,1,0,0
Yolo,1/23/2020,0,1,0,0
Yuba,1/23/2020,0,0,0,0
Alameda,1/22/2020,0,0,0,0
Alpine,1/22/2020,0,0,0,0
Amador,1/22/2020,0,0,0,0
Butte,1/22/2020,0,0,0,0
Calaveras,1/22/2020,0,0,0,0
California,1/22/2020,0,21,0,0
Colusa,1/22/2020,0,0,0,0
Contra Costa,1/22/2020,0,0,0,0
Del Norte,1/22/2020,0,0,0,0
El Dorado,1/22/2020,0,0,0,0
Fresno,1/22/2020,0,0,0,0
Glenn,1/22/2020,0,0,0,0
Humboldt,1/22/2020,0,0,0,0
Imperial,1/22/2020,0,1,0,0
Inyo,1/22/2020,0,0,0,0
Kern,1/22/2020,0,0,0,0
Kings,1/22/2020,0,0,0,0
Lake,1/22/2020,0,0,0,0
Lassen,1/22/2020,0,0,0,0
Los Angeles,1/22/2020,0,3,0,0
Madera,1/22/2020,0,1,0,0
Marin,1/22/2020,0,0,0,0
Mariposa,1/22/2020,0,0,0,0
Mendocino,1/22/2020,0,0,0,0
Merced,1/22/2020,0,0,0,0
Modoc,1/22/2020,0,0,0,0
Mono,1/22/2020,0,0,0,0
Monterey,1/22/2020,0,0,0,0
Napa,1/22/2020,0,0,0,0
Nevada,1/22/2020,0,0,0,0
Orange,1/22/2020,0,0,0,0
Placer,1/22/2020,0,0,0,0
Plumas,1/22/2020,0,0,0,0
Riverside,1/22/2020,0,1,0,0
Sacramento,1/22/2020,0,1,0,0
San Benito,1/22/2020,0,0,0,0
San Bernardino,1/22/2020,0,3,0,0
San Diego,1/22/2020,0,0,0,0
San Francisco,1/22/2020,0,0,0,0
San Joaquin,1/22/2020,0,1,0,0
San Luis Obispo,1/22/2020,0,2,0,0
San Mateo,1/22/2020,0,0,0,0
Santa Barbara,1/22/2020,0,0,0,0
Santa Clara,1/22/2020,0,4,0,0
Santa Cruz,1/22/2020,0,0,0,0
Shasta,1/22/2020,0,0,0,0
Sierra,1/22/2020,0,0,0,0
Siskiyou,1/22/2020,0,0,0,0
Solano,1/22/2020,0,2,0,0
Sonoma,1/22/2020,0,0,0,0
Stanislaus,1/22/2020,0,0,0,0
Sutter,1/22/2020,0,0,0,0
Tehama,1/22/2020,0,0,0,0
Trinity,1/22/2020,0,0,0,0
Tulare,1/22/2020,0,0,0,0
Tuolumne,1/22/2020,0,0,0,0
Ventura,1/22/2020,0,1,0,0
Yolo,1/22/2020,0,1,0,0
Yuba,1/22/2020,0,0,0,0
Alameda,1/21/2020,0,0,0,0
Alpine,1/21/2020,0,0,0,0
Amador,1/21/2020,0,0,0,0
Butte,1/21/2020,0,0,0,0
Calaveras,1/21/2020,0,0,0,0
California,1/21/2020,0,21,0,0
Colusa,1/21/2020,0,0,0,0
Contra Costa,1/21/2020,0,0,0,0
Del Norte,1/21/2020,0,0,0,0
El Dorado,1/21/2020,0,0,0,0
Fresno,1/21/2020,0,0,0,0
Glenn,1/21/2020,0,0,0,0
Humboldt,1/21/2020,0,0,0,0
Imperial,1/21/2020,0,1,0,0
Inyo,1/21/2020,0,0,0,0
Kern,1/21/2020,0,0,0,0
Kings,1/21/2020,0,0,0,0
Lake,1/21/2020,0,0,0,0
Lassen,1/21/2020,0,0,0,0
Los Angeles,1/21/2020,0,3,0,0
Madera,1/21/2020,0,1,0,0
Marin,1/21/2020,0,0,0,0
Mariposa,1/21/2020,0,0,0,0
Mendocino,1/21/2020,0,0,0,0
Merced,1/21/2020,0,0,0,0
Modoc,1/21/2020,0,0,0,0
Mono,1/21/2020,0,0,0,0
Monterey,1/21/2020,0,0,0,0
Napa,1/21/2020,0,0,0,0
Nevada,1/21/2020,0,0,0,0
Orange,1/21/2020,0,0,0,0
Placer,1/21/2020,0,0,0,0
Plumas,1/21/2020,0,0,0,0
Riverside,1/21/2020,0,1,0,0
Sacramento,1/21/2020,0,1,0,0
San Benito,1/21/2020,0,0,0,0
San Bernardino,1/21/2020,0,3,0,0
San Diego,1/21/2020,0,0,0,0
San Francisco,1/21/2020,0,0,0,0
San Joaquin,1/21/2020,0,1,0,0
San Luis Obispo,1/21/2020,0,2,0,0
San Mateo,1/21/2020,0,0,0,0
Santa Barbara,1/21/2020,0,0,0,0
Santa Clara,1/21/2020,0,4,0,0
Santa Cruz,1/21/2020,0,0,0,0
Shasta,1/21/2020,0,0,0,0
Sierra,1/21/2020,0,0,0,0
Siskiyou,1/21/2020,0,0,0,0
Solano,1/21/2020,0,2,0,0
Sonoma,1/21/2020,0,0,0,0
Stanislaus,1/21/2020,0,0,0,0
Sutter,1/21/2020,0,0,0,0
Tehama,1/21/2020,0,0,0,0
Trinity,1/21/2020,0,0,0,0
