county,date,all_hospital_beds,icu_available_beds
Glenn,5/15/2020,0,0
Napa,5/15/2020,387,6
Modoc,5/15/2020,41,0
Alameda,5/15/2020,2446,117
Solano,5/15/2020,707,50
Kings,5/15/2020,199,4
Yuba,5/15/2020,445,12
Tehama,5/15/2020,106,4
Stanislaus,5/15/2020,1369,80
Marin,5/15/2020,390,11
Kern,5/15/2020,1721,82
Del Norte,5/15/2020,51,2
San Diego,5/15/2020,6126,332
Shasta,5/15/2020,667,7
Colusa,5/15/2020,88,6
San Bernardino,5/15/2020,4821,168
Inyo,5/15/2020,42,4
Plumas,5/15/2020,45,0
Humboldt,5/15/2020,352,6
Orange,5/15/2020,7007,339
El Dorado,5/15/2020,199,10
Fresno,5/15/2020,2128,81
Nevada,5/15/2020,119,7
Trinity,5/15/2020,54,0
Amador,5/15/2020,51,0
Madera,5/15/2020,528,29
San Joaquin,5/15/2020,1366,28
Yolo,5/15/2020,186,3
Ventura,5/15/2020,1340,54
Siskiyou,5/15/2020,65,5
San Mateo,5/15/2020,1096,40
Santa Cruz,5/15/2020,397,13
Sacramento,5/15/2020,2410,100
Imperial,5/15/2020,262,0
Santa Barbara,5/15/2020,717,64
Mariposa,5/15/2020,30,0
Mendocino,5/15/2020,180,4
Solano,5/16/2020,707,46
Plumas,5/16/2020,45,0
Stanislaus,5/16/2020,1369,82
Butte,5/16/2020,448,20
Placer,5/16/2020,753,38
Kern,5/16/2020,1713,77
Tehama,5/16/2020,106,4
Alameda,5/16/2020,2446,114
Marin,5/16/2020,390,15
El Dorado,5/16/2020,199,8
Riverside,5/16/2020,3957,194
Yuba,5/16/2020,445,11
Kings,5/16/2020,199,2
Lake,5/16/2020,110,2
Mendocino,5/16/2020,180,5
Los Angeles,5/16/2020,23918,1207
Ventura,5/16/2020,1333,47
Monterey,5/16/2020,811,104
Santa Clara,5/16/2020,3318,177
San Joaquin,5/16/2020,1366,21
Sacramento,5/16/2020,2370,100
Siskiyou,5/16/2020,65,3
Santa Barbara,5/16/2020,717,63
Inyo,5/16/2020,42,4
San Mateo,5/16/2020,1096,43
San Luis Obispo,5/16/2020,526,25
Lassen,5/16/2020,25,0
Amador,5/16/2020,51,2
San Benito,5/16/2020,25,2
Mariposa,5/16/2020,30,0
Tuolumne,5/16/2020,151,6
Imperial,5/16/2020,260,8
Colusa,5/16/2020,88,6
Humboldt,5/16/2020,352,5
Modoc,5/16/2020,41,0
Napa,5/16/2020,387,6
Santa Cruz,5/16/2020,397,15
Tulare,5/16/2020,920,14
Nevada,5/16/2020,113,7
Merced,5/16/2020,242,4
Madera,5/16/2020,528,28
Yolo,5/16/2020,186,2
San Diego,5/16/2020,6144,326
Calaveras,5/16/2020,50,10
Del Norte,5/16/2020,51,2
Orange,5/16/2020,7007,345
Glenn,5/16/2020,0,0
Mono,5/16/2020,17,2
Contra Costa,5/16/2020,1628,105
Shasta,5/16/2020,667,7
Fresno,5/16/2020,2139,85
San Bernardino,5/16/2020,4821,145
San Francisco,5/16/2020,2619,106
Trinity,5/16/2020,54,0
Sutter,5/16/2020,14,0
Sonoma,5/16/2020,871,54
Siskiyou,5/17/2020,65,3
San Benito,5/17/2020,25,1
Merced,5/17/2020,242,4
Trinity,5/17/2020,54,0
Stanislaus,5/17/2020,1369,85
Tuolumne,5/17/2020,151,3
Tehama,5/17/2020,106,3
Mono,5/17/2020,17,2
Tulare,5/17/2020,881,14
Ventura,5/17/2020,1314,45
Colusa,5/17/2020,88,6
San Francisco,5/17/2020,2619,101
Imperial,5/17/2020,268,5
Calaveras,5/17/2020,50,11
Mariposa,5/17/2020,30,0
Lake,5/17/2020,110,1
Alameda,5/17/2020,2446,125
Orange,5/17/2020,7007,341
Yolo,5/17/2020,186,1
Yuba,5/17/2020,445,10
Santa Clara,5/17/2020,3318,192
Kings,5/17/2020,199,5
Plumas,5/17/2020,45,0
Santa Cruz,5/17/2020,397,15
Glenn,5/17/2020,0,0
Inyo,5/17/2020,42,4
Solano,5/17/2020,707,46
Madera,5/17/2020,528,53
Lassen,5/17/2020,25,0
Placer,5/17/2020,753,38
San Luis Obispo,5/17/2020,526,21
Contra Costa,5/17/2020,1628,110
Del Norte,5/17/2020,51,3
Fresno,5/17/2020,2133,94
Napa,5/17/2020,387,6
Sonoma,5/17/2020,871,55
Santa Barbara,5/17/2020,717,62
Monterey,5/17/2020,811,102
Sutter,5/17/2020,14,0
Sacramento,5/17/2020,2350,107
San Diego,5/17/2020,6131,364
Los Angeles,5/17/2020,23854,1233
Humboldt,5/17/2020,352,6
Kern,5/17/2020,1743,71
Marin,5/17/2020,390,15
San Mateo,5/17/2020,1096,40
Mendocino,5/17/2020,180,4
Shasta,5/17/2020,667,6
San Bernardino,5/17/2020,4821,184
Amador,5/17/2020,51,1
El Dorado,5/17/2020,199,11
Nevada,5/17/2020,117,7
San Joaquin,5/17/2020,1366,21
Modoc,5/17/2020,41,0
Butte,5/17/2020,448,22
Riverside,5/17/2020,3945,187
Marin,5/18/2020,390,17
Monterey,5/18/2020,811,106
Calaveras,5/18/2020,50,11
Sacramento,5/18/2020,2367,113
Glenn,5/18/2020,0,0
Humboldt,5/18/2020,352,3
Mono,5/18/2020,17,2
Lake,5/18/2020,110,3
Napa,5/18/2020,387,10
San Joaquin,5/18/2020,1366,31
Sutter,5/18/2020,14,0
San Mateo,5/18/2020,1096,41
San Benito,5/18/2020,25,1
Imperial,5/18/2020,187,11
El Dorado,5/18/2020,199,13
Stanislaus,5/18/2020,1369,77
Kern,5/18/2020,1704,72
Santa Cruz,5/18/2020,397,15
Modoc,5/18/2020,41,0
Solano,5/18/2020,707,42
Amador,5/18/2020,51,4
San Luis Obispo,5/18/2020,526,22
Ventura,5/18/2020,1307,39
Inyo,5/18/2020,42,4
Contra Costa,5/18/2020,1628,122
Lassen,5/18/2020,25,0
Santa Barbara,5/18/2020,717,70
San Bernardino,5/18/2020,4821,197
Riverside,5/18/2020,3994,210
Plumas,5/18/2020,45,0
Colusa,5/18/2020,88,5
Tulare,5/18/2020,920,29
San Francisco,5/18/2020,2619,115
Alameda,5/18/2020,2968,120
Sonoma,5/18/2020,871,53
Fresno,5/18/2020,2135,99
Tuolumne,5/18/2020,151,1
Nevada,5/18/2020,107,8
Del Norte,5/18/2020,51,2
Tehama,5/18/2020,106,3
Orange,5/18/2020,7007,387
Trinity,5/18/2020,54,0
Kings,5/18/2020,199,2
San Diego,5/18/2020,6040,341
Los Angeles,5/18/2020,23910,1221
Santa Clara,5/18/2020,3318,201
Mendocino,5/18/2020,180,4
Merced,5/18/2020,242,7
Yuba,5/18/2020,445,13
Siskiyou,5/18/2020,65,4
Mariposa,5/18/2020,30,0
Shasta,5/18/2020,667,5
Butte,5/18/2020,448,22
Placer,5/18/2020,753,40
Yolo,5/18/2020,186,3
Madera,5/18/2020,528,4
Solano,5/19/2020,707,42
Humboldt,5/19/2020,352,6
Colusa,5/19/2020,88,5
San Francisco,5/19/2020,2619,114
Tulare,5/19/2020,920,22
Kern,5/19/2020,1735,72
Ventura,5/19/2020,1336,41
San Joaquin,5/19/2020,1366,27
Shasta,5/19/2020,667,4
Riverside,5/19/2020,3999,191
Sonoma,5/19/2020,871,54
Lake,5/19/2020,110,1
El Dorado,5/19/2020,199,10
Calaveras,5/19/2020,50,11
Imperial,5/19/2020,200,10
Mariposa,5/19/2020,30,0
Mono,5/19/2020,17,2
Yuba,5/19/2020,445,10
Los Angeles,5/19/2020,23675,1216
Orange,5/19/2020,7007,352
Marin,5/19/2020,390,14
Madera,5/19/2020,528,23
Fresno,5/19/2020,2138,88
Contra Costa,5/19/2020,1628,117
Santa Cruz,5/19/2020,397,13
Trinity,5/19/2020,54,0
Tuolumne,5/19/2020,151,1
Lassen,5/19/2020,25,0
Siskiyou,5/19/2020,65,3
Placer,5/19/2020,753,38
Tehama,5/19/2020,106,6
Stanislaus,5/19/2020,1369,87
Napa,5/19/2020,387,14
Mendocino,5/19/2020,180,6
Nevada,5/19/2020,113,9
San Bernardino,5/19/2020,4821,206
Alameda,5/19/2020,2968,122
San Mateo,5/19/2020,1096,26
Plumas,5/19/2020,45,0
Amador,5/19/2020,51,3
Santa Barbara,5/19/2020,717,61
Del Norte,5/19/2020,51,1
San Benito,5/19/2020,25,1
San Diego,5/19/2020,6142,311
Merced,5/19/2020,242,2
Inyo,5/19/2020,42,4
Sutter,5/19/2020,14,0
Monterey,5/19/2020,811,102
Kings,5/19/2020,199,0
Santa Clara,5/19/2020,3318,195
Yolo,5/19/2020,186,4
Butte,5/19/2020,448,23
Sacramento,5/19/2020,2392,115
San Luis Obispo,5/19/2020,526,20
Glenn,5/19/2020,0,0
Modoc,5/19/2020,41,0
Santa Clara,5/20/2020,3318,170
Solano,5/20/2020,707,44
San Benito,5/20/2020,25,0
Merced,5/20/2020,242,1
San Francisco,5/20/2020,2619,113
Fresno,5/20/2020,2140,97
Mariposa,5/20/2020,30,0
Stanislaus,5/20/2020,1369,80
Yolo,5/20/2020,186,7
Alameda,5/20/2020,2968,112
Plumas,5/20/2020,45,0
Tehama,5/20/2020,106,7
Tuolumne,5/20/2020,151,4
Kings,5/20/2020,199,5
Siskiyou,5/20/2020,65,4
Santa Barbara,5/20/2020,717,60
Del Norte,5/20/2020,51,0
Trinity,5/20/2020,54,0
Tulare,5/20/2020,920,21
Napa,5/20/2020,387,6
Glenn,5/20/2020,0,0
Kern,5/20/2020,1735,66
Marin,5/20/2020,390,20
Modoc,5/20/2020,41,0
Mono,5/20/2020,17,2
San Diego,5/20/2020,6207,322
Sonoma,5/20/2020,871,52
Sacramento,5/20/2020,2378,106
Humboldt,5/20/2020,352,4
Butte,5/20/2020,448,20
Los Angeles,5/20/2020,23670,1253
Inyo,5/20/2020,42,2
Colusa,5/20/2020,88,6
Shasta,5/20/2020,667,6
Mendocino,5/20/2020,180,7
Riverside,5/20/2020,4010,144
Contra Costa,5/20/2020,1628,128
Lake,5/20/2020,110,3
Placer,5/20/2020,753,45
San Bernardino,5/20/2020,4821,213
Imperial,5/20/2020,214,8
Nevada,5/20/2020,116,9
San Luis Obispo,5/20/2020,526,21
Sutter,5/20/2020,14,0
Yuba,5/20/2020,445,11
Monterey,5/20/2020,811,103
Amador,5/20/2020,51,2
San Joaquin,5/20/2020,1366,27
El Dorado,5/20/2020,199,7
Calaveras,5/20/2020,50,10
Lassen,5/20/2020,25,0
Ventura,5/20/2020,1339,39
San Mateo,5/20/2020,1096,25
Madera,5/20/2020,528,21
Santa Cruz,5/20/2020,397,16
Orange,5/20/2020,7007,382
Ventura,5/21/2020,1329,44
San Mateo,5/21/2020,1096,26
Humboldt,5/21/2020,352,5
Sonoma,5/21/2020,871,49
Orange,5/21/2020,6993,401
El Dorado,5/21/2020,199,6
Trinity,5/21/2020,54,0
San Bernardino,5/21/2020,4821,225
Placer,5/21/2020,753,35
Kings,5/21/2020,199,2
Tuolumne,5/21/2020,151,2
Madera,5/21/2020,528,18
Riverside,5/21/2020,4020,129
Alameda,5/21/2020,2968,114
Tehama,5/21/2020,106,8
San Benito,5/21/2020,25,0
Imperial,5/21/2020,210,10
Colusa,5/21/2020,88,6
Los Angeles,5/21/2020,23620,1199
Yolo,5/21/2020,186,5
Tulare,5/21/2020,920,9
Stanislaus,5/21/2020,1369,82
Siskiyou,5/21/2020,65,4
Calaveras,5/21/2020,50,9
Mono,5/21/2020,17,2
Amador,5/21/2020,51,1
Napa,5/21/2020,387,0
Glenn,5/21/2020,0,0
Fresno,5/21/2020,2144,99
Inyo,5/21/2020,42,2
Monterey,5/21/2020,811,103
Del Norte,5/21/2020,51,1
Shasta,5/21/2020,667,5
Merced,5/21/2020,242,3
Butte,5/21/2020,448,17
Lassen,5/21/2020,25,0
Santa Barbara,5/21/2020,717,58
Marin,5/21/2020,390,18
San Joaquin,5/21/2020,1366,28
Kern,5/21/2020,1728,73
Yuba,5/21/2020,445,8
Sutter,5/21/2020,14,0
Mariposa,5/21/2020,30,0
Plumas,5/21/2020,45,0
Santa Cruz,5/21/2020,397,14
Nevada,5/21/2020,112,6
San Luis Obispo,5/21/2020,473,20
Contra Costa,5/21/2020,1628,118
Sacramento,5/21/2020,2409,108
Lake,5/21/2020,110,3
Modoc,5/21/2020,41,0
San Diego,5/21/2020,6180,313
Santa Clara,5/21/2020,3318,167
Solano,5/21/2020,707,45
Mendocino,5/21/2020,180,7
San Francisco,5/21/2020,2619,103
Santa Cruz,5/22/2020,397,11
San Luis Obispo,5/22/2020,469,21
Sonoma,5/22/2020,871,47
Santa Barbara,5/22/2020,717,60
Del Norte,5/22/2020,51,4
Ventura,5/22/2020,1345,42
Solano,5/22/2020,707,45
Marin,5/22/2020,390,15
Orange,5/22/2020,6993,397
Riverside,5/22/2020,4029,130
Lassen,5/22/2020,25,0
Shasta,5/22/2020,667,13
Contra Costa,5/22/2020,1628,113
Stanislaus,5/22/2020,1374,81
Merced,5/22/2020,242,4
San Diego,5/22/2020,6221,333
Mendocino,5/22/2020,180,6
San Joaquin,5/22/2020,1366,23
Plumas,5/22/2020,45,0
Butte,5/22/2020,448,17
Santa Clara,5/22/2020,3318,170
Siskiyou,5/22/2020,65,5
Kern,5/22/2020,1761,64
Yolo,5/22/2020,186,7
Inyo,5/22/2020,42,3
Trinity,5/22/2020,54,0
Mono,5/22/2020,17,2
San Mateo,5/22/2020,1096,40
Humboldt,5/22/2020,352,3
Glenn,5/22/2020,0,0
Madera,5/22/2020,528,21
El Dorado,5/22/2020,199,8
San Francisco,5/22/2020,2619,84
Tulare,5/22/2020,881,31
Sutter,5/22/2020,14,0
Napa,5/22/2020,387,0
Kings,5/22/2020,199,4
Tehama,5/22/2020,106,7
San Bernardino,5/22/2020,4821,218
Los Angeles,5/22/2020,23628,1187
Mariposa,5/22/2020,30,0
Monterey,5/22/2020,811,104
Colusa,5/22/2020,88,6
Imperial,5/22/2020,210,9
San Benito,5/22/2020,25,1
Lake,5/22/2020,110,3
Amador,5/22/2020,51,1
Tuolumne,5/22/2020,151,2
Nevada,5/22/2020,119,8
Calaveras,5/22/2020,50,9
Yuba,5/22/2020,445,4
Modoc,5/22/2020,41,0
Sacramento,5/22/2020,2400,106
Alameda,5/22/2020,2968,119
Placer,5/22/2020,753,42
Fresno,5/22/2020,2135,89
San Luis Obispo,5/23/2020,462,27
Plumas,5/23/2020,45,0
Sutter,5/23/2020,14,0
Glenn,5/23/2020,0,0
San Francisco,5/23/2020,2619,83
Modoc,5/23/2020,41,0
Shasta,5/23/2020,667,13
Nevada,5/23/2020,120,4
Kings,5/23/2020,199,4
Stanislaus,5/23/2020,1369,87
Fresno,5/23/2020,2137,85
Tulare,5/23/2020,920,13
Sacramento,5/23/2020,2388,101
Mendocino,5/23/2020,180,7
Sonoma,5/23/2020,871,49
Yolo,5/23/2020,186,0
Tehama,5/23/2020,106,6
Riverside,5/23/2020,3971,142
San Joaquin,5/23/2020,1366,21
Placer,5/23/2020,753,42
Napa,5/23/2020,387,2
Inyo,5/23/2020,42,4
Lassen,5/23/2020,25,0
San Diego,5/23/2020,6224,323
Contra Costa,5/23/2020,1628,100
Merced,5/23/2020,242,4
Del Norte,5/23/2020,51,0
Lake,5/23/2020,110,2
El Dorado,5/23/2020,199,3
Santa Barbara,5/23/2020,717,66
Siskiyou,5/23/2020,65,5
Solano,5/23/2020,707,43
San Bernardino,5/23/2020,4821,207
Humboldt,5/23/2020,352,3
Alameda,5/23/2020,2968,110
San Mateo,5/23/2020,1096,42
Santa Clara,5/23/2020,3318,178
Kern,5/23/2020,1727,78
Yuba,5/23/2020,445,9
Santa Cruz,5/23/2020,397,10
Marin,5/23/2020,390,15
Los Angeles,5/23/2020,23605,1257
Monterey,5/23/2020,811,104
Imperial,5/23/2020,210,9
Ventura,5/23/2020,1318,39
Tuolumne,5/23/2020,151,1
Calaveras,5/23/2020,50,9
Madera,5/23/2020,528,21
Colusa,5/23/2020,88,6
Orange,5/23/2020,6993,407
San Benito,5/23/2020,25,2
Mariposa,5/23/2020,30,0
Butte,5/23/2020,448,20
Trinity,5/23/2020,54,0
Mono,5/23/2020,17,2
Amador,5/23/2020,51,2
Placer,5/24/2020,753,39
Colusa,5/24/2020,88,6
Solano,5/24/2020,707,46
Santa Clara,5/24/2020,3318,195
San Francisco,5/24/2020,2619,97
Lassen,5/24/2020,25,0
Kings,5/24/2020,199,7
Monterey,5/24/2020,811,106
Siskiyou,5/24/2020,65,5
Sacramento,5/24/2020,2363,110
Humboldt,5/24/2020,352,5
Sutter,5/24/2020,14,0
Yuba,5/24/2020,445,13
Del Norte,5/24/2020,51,2
Contra Costa,5/24/2020,1628,102
Stanislaus,5/24/2020,1369,85
Marin,5/24/2020,390,13
Madera,5/24/2020,528,22
Modoc,5/24/2020,41,0
Sonoma,5/24/2020,871,50
Tulare,5/24/2020,920,13
Alameda,5/24/2020,2968,119
Inyo,5/24/2020,42,4
Merced,5/24/2020,242,5
San Bernardino,5/24/2020,4821,196
Ventura,5/24/2020,1331,46
Trinity,5/24/2020,54,0
Napa,5/24/2020,387,2
Amador,5/24/2020,51,0
San Luis Obispo,5/24/2020,461,28
Fresno,5/24/2020,2128,91
Los Angeles,5/24/2020,23608,1227
Plumas,5/24/2020,45,0
El Dorado,5/24/2020,199,4
Imperial,5/24/2020,210,9
Santa Barbara,5/24/2020,717,71
Tehama,5/24/2020,106,6
San Benito,5/24/2020,25,0
Mono,5/24/2020,17,2
Butte,5/24/2020,448,20
San Joaquin,5/24/2020,1366,17
Riverside,5/24/2020,3944,150
Mariposa,5/24/2020,30,0
Nevada,5/24/2020,121,1
Santa Cruz,5/24/2020,397,14
Glenn,5/24/2020,0,0
Kern,5/24/2020,1712,84
San Mateo,5/24/2020,1096,43
Calaveras,5/24/2020,50,10
San Diego,5/24/2020,6189,321
Orange,5/24/2020,6993,404
Mendocino,5/24/2020,180,7
Lake,5/24/2020,110,0
Yolo,5/24/2020,186,0
Tuolumne,5/24/2020,151,1
Shasta,5/24/2020,667,15
Inyo,5/25/2020,42,4
Tuolumne,5/25/2020,151,2
Alameda,5/25/2020,2968,115
Monterey,5/25/2020,811,106
Lassen,5/25/2020,25,0
Ventura,5/25/2020,1337,46
Los Angeles,5/25/2020,23620,1453
Calaveras,5/25/2020,50,10
Contra Costa,5/25/2020,1628,103
Tulare,5/25/2020,920,22
Shasta,5/25/2020,667,16
Lake,5/25/2020,110,2
Kings,5/25/2020,199,3
San Diego,5/25/2020,6158,385
Imperial,5/25/2020,210,9
Del Norte,5/25/2020,51,3
San Mateo,5/25/2020,1096,46
San Luis Obispo,5/25/2020,448,26
Napa,5/25/2020,387,4
El Dorado,5/25/2020,199,11
Placer,5/25/2020,753,47
Yolo,5/25/2020,186,4
Amador,5/25/2020,51,1
Santa Cruz,5/25/2020,397,15
Nevada,5/25/2020,120,6
Santa Barbara,5/25/2020,717,70
Solano,5/25/2020,707,44
Sacramento,5/25/2020,2381,116
Kern,5/25/2020,1707,77
Trinity,5/25/2020,54,0
Madera,5/25/2020,528,24
Sonoma,5/25/2020,871,46
Plumas,5/25/2020,45,0
Tehama,5/25/2020,106,3
Mariposa,5/25/2020,30,0
Colusa,5/25/2020,88,6
Merced,5/25/2020,242,10
Marin,5/25/2020,390,9
Modoc,5/25/2020,41,0
San Benito,5/25/2020,25,0
Mono,5/25/2020,17,2
Sutter,5/25/2020,14,0
Humboldt,5/25/2020,352,4
Orange,5/25/2020,6993,441
Mendocino,5/25/2020,180,5
Fresno,5/25/2020,2128,92
Riverside,5/25/2020,3959,159
Butte,5/25/2020,448,19
San Joaquin,5/25/2020,1366,22
Santa Clara,5/25/2020,3318,204
Stanislaus,5/25/2020,1369,79
Glenn,5/25/2020,0,0
San Bernardino,5/25/2020,4821,245
Siskiyou,5/25/2020,65,5
San Francisco,5/25/2020,2619,100
Yuba,5/25/2020,445,11
Mendocino,5/26/2020,180,4
Del Norte,5/26/2020,51,2
Siskiyou,5/26/2020,65,7
El Dorado,5/26/2020,199,8
Merced,5/26/2020,242,5
San Benito,5/26/2020,25,2
Colusa,5/26/2020,88,6
Mono,5/26/2020,17,2
Plumas,5/26/2020,45,0
San Bernardino,5/26/2020,4821,237
Los Angeles,5/26/2020,23592,1449
San Luis Obispo,5/26/2020,447,28
Amador,5/26/2020,51,3
Shasta,5/26/2020,667,13
Fresno,5/26/2020,2141,96
Stanislaus,5/26/2020,1369,85
Modoc,5/26/2020,41,0
Butte,5/26/2020,448,20
Trinity,5/26/2020,54,0
Nevada,5/26/2020,129,6
San Joaquin,5/26/2020,1366,24
Imperial,5/26/2020,210,10
Sonoma,5/26/2020,871,59
Glenn,5/26/2020,47,0
Placer,5/26/2020,753,43
Riverside,5/26/2020,3959,173
San Mateo,5/26/2020,1096,47
Inyo,5/26/2020,42,4
Yolo,5/26/2020,186,5
Orange,5/26/2020,6993,439
Humboldt,5/26/2020,352,3
Marin,5/26/2020,390,8
Contra Costa,5/26/2020,1628,115
Lake,5/26/2020,110,0
Sutter,5/26/2020,14,0
Yuba,5/26/2020,445,12
Tuolumne,5/26/2020,151,0
Alameda,5/26/2020,2968,124
Ventura,5/26/2020,1344,40
Tulare,5/26/2020,920,19
Solano,5/26/2020,707,45
Calaveras,5/26/2020,50,11
Monterey,5/26/2020,811,105
Tehama,5/26/2020,106,2
Madera,5/26/2020,528,22
San Diego,5/26/2020,6167,375
Santa Barbara,5/26/2020,717,84
Mariposa,5/26/2020,30,0
San Francisco,5/26/2020,2619,95
Sacramento,5/26/2020,2376,98
Lassen,5/26/2020,25,0
Kings,5/26/2020,199,2
Santa Clara,5/26/2020,3318,195
Kern,5/26/2020,1724,82
Santa Cruz,5/26/2020,397,14
Napa,5/26/2020,387,3
San Benito,5/27/2020,25,1
Fresno,5/27/2020,2143,93
Alameda,5/27/2020,2968,128
Merced,5/27/2020,242,3
San Joaquin,5/27/2020,1366,21
Mariposa,5/27/2020,30,0
Placer,5/27/2020,753,45
Lassen,5/27/2020,25,0
Shasta,5/27/2020,667,15
Sutter,5/27/2020,14,0
Tehama,5/27/2020,106,3
Santa Cruz,5/27/2020,397,15
Amador,5/27/2020,51,3
Mendocino,5/27/2020,180,3
Monterey,5/27/2020,811,100
Del Norte,5/27/2020,51,4
El Dorado,5/27/2020,199,7
Santa Clara,5/27/2020,3318,188
Yuba,5/27/2020,445,12
Mono,5/27/2020,17,2
Orange,5/27/2020,6993,403
Plumas,5/27/2020,45,0
Colusa,5/27/2020,88,6
Butte,5/27/2020,448,21
San Luis Obispo,5/27/2020,464,22
Santa Barbara,5/27/2020,717,94
Modoc,5/27/2020,41,0
Inyo,5/27/2020,42,4
Stanislaus,5/27/2020,1369,89
San Bernardino,5/27/2020,4821,222
Lake,5/27/2020,110,0
Sonoma,5/27/2020,871,51
Kings,5/27/2020,199,0
Napa,5/27/2020,387,2
Madera,5/27/2020,528,24
Los Angeles,5/27/2020,23626,1275
Humboldt,5/27/2020,352,3
San Mateo,5/27/2020,1096,46
Contra Costa,5/27/2020,1628,115
Sacramento,5/27/2020,2401,87
Kern,5/27/2020,1727,72
San Diego,5/27/2020,6215,315
Tulare,5/27/2020,920,13
Ventura,5/27/2020,1349,40
Trinity,5/27/2020,54,0
Nevada,5/27/2020,122,6
Tuolumne,5/27/2020,151,0
Marin,5/27/2020,390,10
Riverside,5/27/2020,4005,131
San Francisco,5/27/2020,2619,98
Calaveras,5/27/2020,50,11
Siskiyou,5/27/2020,65,5
Solano,5/27/2020,707,41
Glenn,5/27/2020,47,0
Imperial,5/27/2020,210,13
Yolo,5/27/2020,186,3
Napa,5/28/2020,387,1
Yolo,5/28/2020,186,8
San Luis Obispo,5/28/2020,475,24
Madera,5/28/2020,528,25
Marin,5/28/2020,390,14
Contra Costa,5/28/2020,1628,103
Lassen,5/28/2020,25,0
Butte,5/28/2020,448,22
San Francisco,5/28/2020,2619,83
Lake,5/28/2020,110,0
Los Angeles,5/28/2020,23608,1275
San Mateo,5/28/2020,1096,44
San Benito,5/28/2020,25,0
Sutter,5/28/2020,14,0
Mariposa,5/28/2020,30,0
Del Norte,5/28/2020,51,4
Glenn,5/28/2020,47,0
Trinity,5/28/2020,54,0
Inyo,5/28/2020,42,4
Siskiyou,5/28/2020,65,6
Plumas,5/28/2020,45,0
Alameda,5/28/2020,2968,106
San Joaquin,5/28/2020,1366,16
Mendocino,5/28/2020,180,4
Nevada,5/28/2020,128,5
Modoc,5/28/2020,41,0
Sonoma,5/28/2020,871,46
Fresno,5/28/2020,2131,82
Sacramento,5/28/2020,2395,95
Humboldt,5/28/2020,352,5
Amador,5/28/2020,51,4
Santa Cruz,5/28/2020,397,13
Imperial,5/28/2020,199,10
Yuba,5/28/2020,445,11
Mono,5/28/2020,40,2
Monterey,5/28/2020,811,101
Tulare,5/28/2020,920,8
San Bernardino,5/28/2020,4821,186
Kings,5/28/2020,199,2
Colusa,5/28/2020,88,6
Solano,5/28/2020,707,40
San Diego,5/28/2020,6238,317
Tuolumne,5/28/2020,151,2
El Dorado,5/28/2020,199,8
Placer,5/28/2020,753,33
Riverside,5/28/2020,4000,134
Tehama,5/28/2020,106,4
Santa Clara,5/28/2020,3318,180
Shasta,5/28/2020,667,9
Kern,5/28/2020,1744,77
Orange,5/28/2020,6993,403
Santa Barbara,5/28/2020,717,74
Calaveras,5/28/2020,50,10
Ventura,5/28/2020,1353,54
Merced,5/28/2020,242,4
Stanislaus,5/28/2020,1369,78
Colusa,5/29/2020,88,6
Stanislaus,5/29/2020,1370,75
Napa,5/29/2020,387,4
Kings,5/29/2020,199,2
Amador,5/29/2020,51,3
Yolo,5/29/2020,186,5
Tehama,5/29/2020,106,1
Ventura,5/29/2020,1352,47
San Mateo,5/29/2020,1096,47
Sutter,5/29/2020,14,0
Contra Costa,5/29/2020,1628,101
Sonoma,5/29/2020,871,51
San Luis Obispo,5/29/2020,469,13
Riverside,5/29/2020,3994,128
Lassen,5/29/2020,25,0
Merced,5/29/2020,242,5
Imperial,5/29/2020,192,11
Kern,5/29/2020,1741,70
El Dorado,5/29/2020,199,8
Los Angeles,5/29/2020,23642,1258
Inyo,5/29/2020,42,3
Sacramento,5/29/2020,2416,84
Tulare,5/29/2020,920,17
Alameda,5/29/2020,2968,118
San Diego,5/29/2020,6192,291
Glenn,5/29/2020,47,0
Fresno,5/29/2020,2145,86
Siskiyou,5/29/2020,65,5
San Benito,5/29/2020,25,1
San Bernardino,5/29/2020,4821,164
Santa Clara,5/29/2020,3318,182
Trinity,5/29/2020,54,0
Nevada,5/29/2020,130,8
Calaveras,5/29/2020,50,9
Shasta,5/29/2020,667,9
Mariposa,5/29/2020,30,0
Humboldt,5/29/2020,352,7
Tuolumne,5/29/2020,151,2
San Joaquin,5/29/2020,1366,17
Butte,5/29/2020,448,18
Madera,5/29/2020,528,22
Lake,5/29/2020,110,0
Mono,5/29/2020,40,2
Yuba,5/29/2020,445,11
Marin,5/29/2020,390,19
Monterey,5/29/2020,811,116
Plumas,5/29/2020,45,0
Orange,5/29/2020,6993,409
Santa Cruz,5/29/2020,397,18
Del Norte,5/29/2020,51,3
Placer,5/29/2020,753,35
Modoc,5/29/2020,41,0
Solano,5/29/2020,707,38
Santa Barbara,5/29/2020,717,76
Mendocino,5/29/2020,180,3
San Francisco,5/29/2020,2619,88
Lake,5/30/2020,110,0
Nevada,5/30/2020,126,8
San Diego,5/30/2020,6197,302
Napa,5/30/2020,387,1
Kern,5/30/2020,1564,72
Humboldt,5/30/2020,352,4
Madera,5/30/2020,528,17
Alameda,5/30/2020,2968,126
Glenn,5/30/2020,47,0
Del Norte,5/30/2020,51,3
Fresno,5/30/2020,2147,89
San Mateo,5/30/2020,1096,51
Shasta,5/30/2020,667,10
Siskiyou,5/30/2020,65,2
San Bernardino,5/30/2020,4821,203
