date,confirmed_patients,suspected_patients,total_covid_patients
2020-06-03,0,2,2
2020-06-03,157,75,232
2020-06-03,1,5,6
2020-06-03,0,0,0
2020-06-03,1488,502,1990
2020-06-03,0,0,0
2020-06-03,3,76,79
2020-06-03,295,75,370
2020-06-03,1,0,1
2020-06-03,59,38,97
2020-06-03,3,1,4
2020-06-03,1,0,1
2020-06-03,0,0,0
2020-06-03,0,0,0
2020-06-04,13,1,14
2020-06-04,1,0,1
2020-06-04,0,0,0
2020-06-04,33,0,33
2020-06-04,0,0,0
2020-06-04,1462,586,2048
2020-06-04,3,4,7
2020-06-04,18,70,88
2020-06-04,0,0,0
2020-06-04,3,0,3
2020-06-04,0,0,0
2020-06-04,2,8,10
2020-06-04,74,3,77
2020-06-04,1,5,6
2020-06-04,0,0,0
2020-06-04,0,0,0
2020-06-04,1,0,1
2020-06-04,2,2,4
2020-06-04,0,0,0
2020-06-04,0,0,0
2020-06-04,0,0,0
2020-06-04,2,3,5
2020-06-04,4,0,4
2020-06-04,2,0,2
2020-06-04,0,1,1
2020-06-04,297,82,379
2020-06-04,0,0,0
2020-06-04,2,0,2
2020-06-04,82,92,174
2020-06-04,35,18,53
2020-06-04,0,3,3
2020-06-04,28,33,61
2020-06-04,226,91,317
2020-06-04,37,38,75
2020-06-04,168,70,238
2020-06-04,27,23,50
2020-06-04,0,0,0
2020-06-04,0,2,2
2020-06-04,0,1,1
2020-06-04,4,54,58
2020-06-04,1,1,2
2020-06-04,0,0,0
2020-06-04,11,35,46
2020-06-04,66,35,101
2020-06-04,28,10,38
2020-06-04,10,21,31
2020-06-04,0,0,0
2020-06-04,41,21,62
2020-06-04,39,2,41
2020-06-04,0,1,1
2020-06-04,0,0,0
2020-06-04,29,16,45
2020-06-04,62,14,76
2020-06-04,0,0,0
2020-06-04,300,110,410
2020-06-04,28,27,55
2020-06-05,0,0,0
2020-06-05,0,0,0
2020-06-05,0,0,0
2020-06-05,180,63,243
2020-06-05,2,9,11
2020-06-05,35,37,72
2020-06-05,1,0,1
2020-06-05,3,2,5
2020-06-05,1,0,1
2020-06-05,31,0,31
2020-06-05,0,2,2
2020-06-05,0,0,0
2020-06-05,0,0,0
2020-06-05,1,0,1
2020-06-05,79,3,82
2020-06-05,42,22,64
2020-06-05,0,0,0
2020-06-05,0,0,0
2020-06-05,0,0,0
2020-06-05,43,32,75
2020-06-05,25,14,39
2020-06-05,228,98,326
2020-06-05,2,3,5
2020-06-05,11,21,32
2020-06-05,3,3,6
2020-06-05,299,69,368
2020-06-05,0,0,0
2020-06-05,0,0,0
2020-06-05,67,30,97
2020-06-05,0,1,1
2020-06-05,0,0,0
2020-06-05,14,1,15
2020-06-05,17,46,63
2020-06-05,82,68,150
2020-06-05,29,21,50
2020-06-05,4,1,5
2020-06-05,39,2,41
2020-06-05,315,80,395
2020-06-05,0,0,0
2020-06-05,1,2,3
2020-06-05,3,0,3
2020-06-05,3,69,72
2020-06-05,2,3,5
2020-06-05,0,0,0
2020-06-05,29,8,37
2020-06-05,0,1,1
2020-06-05,2,0,2
2020-06-05,1451,547,1998
2020-06-05,62,16,78
2020-06-05,26,33,59
2020-06-05,36,18,54
2020-06-05,13,20,33
2020-06-05,0,0,0
2020-06-05,0,0,0
2020-06-05,0,0,0
2020-06-05,0,0,0
2020-06-06,0,0,0
2020-06-06,13,0,13
2020-06-06,5,0,5
2020-06-06,30,3,33
2020-06-06,30,34,64
2020-06-06,1,0,1
2020-06-06,26,1,27
2020-06-06,1,4,5
2020-06-06,0,0,0
2020-06-06,0,0,0
2020-06-06,0,0,0
2020-06-06,3,4,7
2020-06-06,12,16,28
2020-06-06,0,0,0
2020-06-06,1,3,4
2020-06-06,33,28,61
2020-06-06,0,0,0
2020-06-06,0,0,0
2020-06-06,34,1,35
2020-06-06,81,2,83
2020-06-06,309,67,376
2020-06-06,83,72,155
2020-06-06,0,0,0
2020-06-06,18,43,61
2020-06-06,3,6,9
2020-06-06,0,0,0
2020-06-06,0,0,0
2020-06-06,195,59,254
2020-06-06,0,0,0
2020-06-06,80,32,112
2020-06-06,285,76,361
2020-06-06,5,0,5
2020-06-06,33,28,61
2020-06-06,0,0,0
2020-06-06,4,71,75
2020-06-06,10,24,34
2020-06-06,1,1,2
2020-06-06,41,32,73
2020-06-06,0,0,0
2020-06-06,5,3,8
2020-06-06,0,0,0
2020-06-06,0,0,0
2020-06-06,37,21,58
2020-06-06,0,0,0
2020-06-06,1399,582,1981
2020-06-06,220,89,309
2020-06-06,0,1,1
2020-06-06,0,2,2
2020-06-06,0,0,0
2020-06-06,0,0,0
2020-06-06,70,41,111
2020-06-06,1,0,1
2020-06-06,1,5,6
2020-06-06,1,3,4
2020-06-06,26,9,35
2020-06-06,41,24,65
2020-06-07,69,31,100
2020-06-07,92,74,166
2020-06-07,2,4,6
2020-06-07,34,14,48
2020-06-07,83,24,107
2020-06-07,1,4,5
2020-06-07,0,0,0
2020-06-07,1,0,1
2020-06-07,0,0,0
2020-06-07,1,2,3
2020-06-07,3,2,5
2020-06-07,0,0,0
2020-06-07,0,0,0
2020-06-07,0,0,0
2020-06-07,13,17,30
2020-06-07,5,0,5
2020-06-07,0,2,2
2020-06-07,0,0,0
2020-06-07,27,1,28
2020-06-07,1,0,1
2020-06-07,164,57,221
2020-06-07,0,0,0
2020-06-07,39,24,63
2020-06-07,1,3,4
2020-06-07,0,0,0
2020-06-07,0,0,0
2020-06-07,217,79,296
2020-06-07,0,0,0
2020-06-07,1,6,7
2020-06-07,0,1,1
2020-06-07,87,1,88
2020-06-07,0,0,0
2020-06-07,10,24,34
2020-06-07,5,2,7
2020-06-07,0,0,0
2020-06-07,0,1,1
2020-06-07,0,0,0
2020-06-07,28,0,28
2020-06-07,39,32,71
2020-06-07,322,77,399
2020-06-07,12,1,13
2020-06-07,0,0,0
2020-06-07,0,1,1
2020-06-07,0,0,0
2020-06-07,286,73,359
2020-06-07,5,6,11
2020-06-07,5,66,71
2020-06-07,0,1,1
2020-06-07,37,20,57
2020-06-07,27,10,37
2020-06-07,1453,558,2011
2020-06-07,33,26,59
2020-06-07,23,44,67
2020-06-07,20,3,23
2020-06-07,38,31,69
2020-06-07,0,0,0
2020-06-08,22,6,28
2020-06-08,0,0,0
2020-06-08,0,0,0
2020-06-08,0,0,0
2020-06-08,0,0,0
2020-06-08,0,0,0
2020-06-08,1,5,6
2020-06-08,20,35,55
2020-06-08,12,0,12
2020-06-08,5,74,79
2020-06-08,4,0,4
2020-06-08,5,3,8
2020-06-08,0,3,3
2020-06-08,5,4,9
2020-06-08,0,0,0
2020-06-08,2,0,2
2020-06-08,70,37,107
2020-06-08,1,6,7
2020-06-08,44,17,61
2020-06-08,1,0,1
2020-06-08,24,1,25
2020-06-08,0,0,0
2020-06-08,0,0,0
2020-06-08,85,2,87
2020-06-08,0,1,1
2020-06-08,1,1,2
2020-06-08,26,13,39
2020-06-08,0,0,0
2020-06-08,197,54,251
2020-06-08,1458,595,2053
2020-06-08,1,0,1
2020-06-08,13,15,28
2020-06-08,43,27,70
2020-06-08,3,0,3
2020-06-08,0,2,2
2020-06-08,0,0,0
2020-06-08,0,0,0
2020-06-08,87,26,113
2020-06-08,1,6,7
2020-06-08,37,24,61
2020-06-08,220,108,328
2020-06-08,327,64,391
2020-06-08,0,0,0
2020-06-08,291,80,371
2020-06-08,0,0,0
2020-06-08,0,0,0
2020-06-08,34,2,36
2020-06-08,0,1,1
2020-06-08,92,60,152
2020-06-08,0,0,0
2020-06-08,5,0,5
2020-06-08,34,5,39
2020-06-08,11,11,22
2020-06-08,1,0,1
2020-06-08,42,27,69
2020-06-08,32,11,43
2020-06-09,33,19,52
2020-06-09,0,0,0
2020-06-09,0,0,0
2020-06-09,205,71,276
2020-06-09,68,36,104
2020-06-09,4,0,4
2020-06-09,30,0,30
2020-06-09,4,0,4
2020-06-09,299,74,373
2020-06-09,36,8,44
2020-06-09,1,8,9
2020-06-09,1416,695,2111
2020-06-09,83,22,105
2020-06-09,0,0,0
2020-06-09,45,31,76
2020-06-09,1,0,1
2020-06-09,1,3,4
2020-06-09,5,70,75
2020-06-09,0,0,0
2020-06-09,315,69,384
2020-06-09,21,40,61
2020-06-09,42,45,87
2020-06-09,1,0,1
2020-06-09,0,0,0
2020-06-09,1,0,1
2020-06-09,31,13,44
2020-06-09,0,3,3
2020-06-09,0,6,6
2020-06-09,0,0,0
2020-06-09,0,0,0
2020-06-09,227,106,333
2020-06-09,37,12,49
2020-06-09,94,52,146
2020-06-09,0,0,0
2020-06-09,6,0,6
2020-06-09,25,7,32
2020-06-09,0,2,2
2020-06-09,0,0,0
2020-06-09,29,13,42
2020-06-09,0,0,0
2020-06-09,0,1,1
2020-06-09,6,5,11
2020-06-09,0,3,3
2020-06-09,0,1,1
2020-06-09,1,0,1
2020-06-09,41,18,59
2020-06-09,10,12,22
2020-06-09,0,0,0
2020-06-09,13,0,13
2020-06-09,0,0,0
2020-06-09,0,0,0
2020-06-09,0,1,1
2020-06-09,83,2,85
2020-06-09,3,2,5
2020-06-09,17,25,42
2020-06-09,6,4,10
2020-06-10,3,2,5
2020-06-10,30,1,31
2020-06-10,0,0,0
2020-06-10,312,72,384
2020-06-10,1,14,15
2020-06-10,36,26,62
2020-06-10,0,0,0
2020-06-10,3,3,6
2020-06-10,26,15,41
2020-06-10,88,46,134
2020-06-10,16,0,16
2020-06-10,0,0,0
2020-06-10,5,1,6
2020-06-10,0,1,1
2020-06-10,0,0,0
2020-06-10,7,23,30
2020-06-10,286,76,362
2020-06-10,26,5,31
2020-06-10,3,4,7
2020-06-10,0,2,2
2020-06-10,0,0,0
2020-06-10,6,5,11
2020-06-10,44,56,100
2020-06-10,0,0,0
2020-06-10,1389,564,1953
2020-06-10,171,76,247
2020-06-10,232,101,333
2020-06-10,38,5,43
2020-06-10,0,0,0
2020-06-10,40,22,62
2020-06-10,0,2,2
2020-06-10,0,1,1
2020-06-10,0,1,1
2020-06-10,0,0,0
2020-06-10,1,0,1
2020-06-10,0,0,0
2020-06-10,18,15,33
2020-06-10,45,38,83
2020-06-10,8,3,11
2020-06-10,11,12,23
2020-06-10,0,0,0
2020-06-10,29,11,40
2020-06-10,39,11,50
2020-06-10,89,23,112
2020-06-10,0,0,0
2020-06-10,20,23,43
2020-06-10,0,0,0
2020-06-10,67,35,102
2020-06-10,1,0,1
2020-06-10,79,0,79
2020-06-10,0,0,0
2020-06-10,0,0,0
2020-06-10,1,0,1
2020-06-10,1,5,6
2020-06-10,1,0,1
2020-06-10,5,57,62
2020-06-11,7,4,11
2020-06-11,17,0,17
2020-06-11,0,0,0
2020-06-11,8,2,10
2020-06-11,90,19,109
2020-06-11,38,13,51
2020-06-11,0,0,0
2020-06-11,2,3,5
2020-06-11,39,18,57
2020-06-11,4,2,6
2020-06-11,0,0,0
2020-06-11,19,12,31
2020-06-11,4,1,5
2020-06-11,0,0,0
2020-06-11,0,0,0
2020-06-11,238,68,306
2020-06-11,30,7,37
2020-06-11,0,2,2
2020-06-11,0,0,0
2020-06-11,0,0,0
2020-06-11,194,77,271
2020-06-11,0,0,0
2020-06-11,0,0,0
2020-06-11,1,0,1
2020-06-11,0,1,1
2020-06-11,1,0,1
2020-06-11,0,0,0
2020-06-11,5,37,42
2020-06-11,86,1,87
2020-06-11,22,29,51
2020-06-11,35,6,41
2020-06-11,5,1,6
2020-06-11,0,0,0
2020-06-11,2,0,2
2020-06-11,26,7,33
2020-06-11,29,2,31
2020-06-11,86,38,124
2020-06-11,0,3,3
2020-06-11,0,0,0
2020-06-11,4,23,27
2020-06-11,1397,576,1973
2020-06-11,43,47,90
2020-06-11,42,25,67
2020-06-11,325,67,392
2020-06-11,0,1,1
2020-06-11,0,1,1
2020-06-11,39,23,62
2020-06-11,10,8,18
2020-06-11,0,0,0
2020-06-11,0,0,0
2020-06-11,1,8,9
2020-06-11,277,75,352
2020-06-11,0,0,0
2020-06-11,29,18,47
2020-06-11,67,32,99
2020-06-11,0,1,1
2020-06-12,5,0,5
2020-06-12,0,0,0
2020-06-12,18,9,27
2020-06-12,81,1,82
2020-06-12,0,0,0
2020-06-12,4,38,42
2020-06-12,8,3,11
2020-06-12,0,0,0
2020-06-12,1,13,14
2020-06-12,69,33,102
2020-06-12,12,13,25
2020-06-12,0,0,0
2020-06-12,0,0,0
2020-06-12,5,1,6
2020-06-12,0,0,0
2020-06-12,0,0,0
2020-06-12,0,1,1
2020-06-12,49,19,68
2020-06-12,41,11,52
2020-06-12,96,15,111
2020-06-12,0,0,0
2020-06-12,46,63,109
2020-06-12,0,8,8
2020-06-12,5,4,9
2020-06-12,0,2,2
2020-06-12,34,34,68
2020-06-12,15,0,15
2020-06-12,7,8,15
2020-06-12,22,20,42
2020-06-12,0,0,0
2020-06-12,0,0,0
2020-06-12,0,0,0
2020-06-12,0,0,0
2020-06-12,275,41,316
2020-06-12,30,4,34
2020-06-12,0,0,0
2020-06-12,84,42,126
2020-06-12,0,3,3
2020-06-12,2,3,5
2020-06-12,0,0,0
2020-06-12,0,1,1
2020-06-12,6,0,6
2020-06-12,0,0,0
2020-06-12,22,10,32
2020-06-12,236,83,319
2020-06-12,34,0,34
2020-06-12,0,0,0
2020-06-12,1,0,1
2020-06-12,43,17,60
2020-06-12,35,32,67
2020-06-12,1,0,1
2020-06-12,205,78,283
2020-06-12,1383,487,1870
2020-06-12,4,6,10
2020-06-12,311,117,428
2020-06-12,1,0,1
2020-06-13,18,9,27
2020-06-13,0,0,0
2020-06-13,50,21,71
2020-06-13,28,23,51
2020-06-13,33,1,34
2020-06-13,36,6,42
2020-06-13,1,0,1
2020-06-13,0,3,3
2020-06-13,0,0,0
2020-06-13,64,34,98
2020-06-13,10,2,12
2020-06-13,0,0,0
2020-06-13,4,5,9
2020-06-13,44,50,94
2020-06-13,17,5,22
2020-06-13,5,6,11
2020-06-13,0,0,0
2020-06-13,41,9,50
2020-06-13,0,0,0
2020-06-13,0,0,0
2020-06-13,235,101,336
2020-06-13,0,0,0
2020-06-13,6,0,6
2020-06-13,2,6,8
2020-06-13,1285,483,1768
2020-06-13,3,1,4
2020-06-13,41,21,62
2020-06-13,9,27,36
2020-06-13,0,0,0
2020-06-13,0,0,0
2020-06-13,1,13,14
2020-06-13,0,0,0
2020-06-13,336,70,406
2020-06-13,284,58,342
2020-06-13,78,8,86
2020-06-13,87,27,114
2020-06-13,1,0,1
2020-06-13,3,0,3
2020-06-13,0,0,0
2020-06-13,0,0,0
2020-06-13,0,0,0
2020-06-13,23,24,47
2020-06-13,0,1,1
2020-06-13,0,1,1
2020-06-13,35,14,49
2020-06-13,1,0,1
2020-06-13,0,1,1
2020-06-13,15,3,18
2020-06-13,7,6,13
2020-06-13,79,28,107
2020-06-13,0,0,0
2020-06-13,0,0,0
2020-06-13,204,81,285
2020-06-13,0,0,0
2020-06-13,6,2,8
2020-06-13,0,5,5
2020-06-14,9,2,11
2020-06-14,0,0,0
2020-06-14,0,1,1
2020-06-14,49,25,74
2020-06-14,0,0,0
2020-06-14,0,0,0
2020-06-14,3,0,3
2020-06-14,30,21,51
2020-06-14,88,36,124
2020-06-14,2,10,12
2020-06-14,79,11,90
2020-06-14,0,0,0
2020-06-14,40,9,49
2020-06-14,1,0,1
2020-06-14,0,0,0
2020-06-14,11,4,15
2020-06-14,0,0,0
2020-06-14,0,0,0
2020-06-14,0,1,1
2020-06-14,7,0,7
2020-06-14,1288,509,1797
2020-06-14,18,11,29
2020-06-14,0,0,0
2020-06-14,81,22,103
2020-06-14,0,0,0
2020-06-14,2,1,3
2020-06-14,58,35,93
2020-06-14,0,0,0
2020-06-14,0,0,0
2020-06-14,228,92,320
2020-06-14,0,0,0
2020-06-14,282,84,366
2020-06-14,7,6,13
2020-06-14,0,1,1
2020-06-14,38,2,40
2020-06-14,0,0,0
2020-06-14,0,0,0
2020-06-14,42,47,89
2020-06-14,3,1,4
2020-06-14,37,4,41
2020-06-14,3,6,9
2020-06-14,14,7,21
2020-06-14,38,16,54
2020-06-14,206,89,295
2020-06-14,0,0,0
2020-06-14,0,4,4
2020-06-14,44,12,56
2020-06-14,0,0,0
2020-06-14,5,0,5
2020-06-14,5,29,34
2020-06-14,0,0,0
2020-06-14,0,0,0
2020-06-14,38,2,40
2020-06-14,26,16,42
2020-06-14,0,4,4
2020-06-14,321,100,421
2020-06-15,221,74,295
2020-06-15,6,0,6
2020-06-15,1,0,1
2020-06-15,0,0,0
2020-06-15,1,0,1
2020-06-15,6,30,36
2020-06-15,3,0,3
2020-06-15,38,16,54
2020-06-15,38,1,39
2020-06-15,37,8,45
2020-06-15,0,0,0
2020-06-15,5,2,7
2020-06-15,0,0,0
2020-06-15,16,7,23
2020-06-15,27,6,33
2020-06-15,0,0,0
2020-06-15,61,25,86
2020-06-15,46,3,49
2020-06-15,2,3,5
2020-06-15,0,0,0
2020-06-15,0,0,0
2020-06-15,3,1,4
2020-06-15,3,2,5
2020-06-15,90,17,107
2020-06-15,0,0,0
2020-06-15,5,1,6
2020-06-15,0,0,0
2020-06-15,0,0,0
2020-06-15,0,2,2
2020-06-15,0,0,0
2020-06-15,0,0,0
2020-06-15,0,0,0
2020-06-15,42,7,49
2020-06-15,0,0,0
2020-06-15,1420,536,1956
2020-06-15,98,31,129
2020-06-15,346,79,425
2020-06-15,237,98,335
2020-06-15,6,3,9
2020-06-15,44,39,83
2020-06-15,0,0,0
2020-06-15,79,3,82
2020-06-15,46,13,59
2020-06-15,0,0,0
2020-06-15,0,2,2
2020-06-15,43,18,61
2020-06-15,17,5,22
2020-06-15,0,0,0
2020-06-15,7,6,13
2020-06-15,14,2,16
2020-06-15,0,0,0
2020-06-15,0,1,1
2020-06-15,0,0,0
2020-06-15,0,5,5
2020-06-15,33,15,48
2020-06-15,294,66,360
2020-06-16,0,0,0
2020-06-16,0,1,1
2020-06-16,67,36,103
2020-06-16,5,3,8
2020-06-16,47,0,47
2020-06-16,5,8,13
2020-06-16,0,0,0
2020-06-16,0,0,0
2020-06-16,0,0,0
2020-06-16,13,4,17
2020-06-16,0,0,0
2020-06-16,83,2,85
2020-06-16,32,16,48
2020-06-16,96,14,110
2020-06-16,0,0,0
2020-06-16,0,1,1
2020-06-16,17,11,28
2020-06-16,47,45,92
2020-06-16,47,14,61
2020-06-16,0,0,0
2020-06-16,5,13,18
2020-06-16,0,0,0
2020-06-16,36,21,57
2020-06-16,26,14,40
2020-06-16,17,8,25
2020-06-16,1429,518,1947
2020-06-16,34,8,42
2020-06-16,0,0,0
2020-06-16,42,8,50
2020-06-16,49,4,53
2020-06-16,6,3,9
2020-06-16,1,0,1
2020-06-16,0,0,0
2020-06-16,8,10,18
2020-06-16,229,64,293
2020-06-16,1,0,1
2020-06-16,364,65,429
2020-06-16,289,54,343
2020-06-16,1,0,1
2020-06-16,6,2,8
2020-06-16,0,2,2
2020-06-16,3,1,4
2020-06-16,257,84,341
2020-06-16,0,0,0
2020-06-16,95,38,133
2020-06-16,6,0,6
2020-06-16,0,0,0
2020-06-16,0,1,1
2020-06-16,50,14,64
2020-06-16,0,0,0
2020-06-16,3,0,3
2020-06-16,4,6,10
2020-06-16,0,0,0
2020-06-16,0,0,0
2020-06-16,1,7,8
2020-06-16,0,1,1
2020-06-17,351,74,425
2020-06-17,4,3,7
2020-06-17,1446,512,1958
2020-06-17,1,0,1
2020-06-17,7,1,8
2020-06-17,34,18,52
2020-06-17,0,0,0
2020-06-17,99,24,123
2020-06-17,6,13,19
2020-06-17,46,3,49
2020-06-17,3,0,3
2020-06-17,0,0,0
2020-06-17,73,30,103
2020-06-17,38,10,48
2020-06-17,0,0,0
2020-06-17,3,4,7
2020-06-17,37,64,101
2020-06-17,6,4,10
2020-06-17,0,0,0
2020-06-17,5,0,5
2020-06-17,35,9,44
2020-06-17,0,0,0
2020-06-17,2,0,2
2020-06-17,4,3,7
2020-06-17,3,6,9
2020-06-17,1,0,1
2020-06-17,0,0,0
2020-06-17,0,1,1
2020-06-17,49,25,74
2020-06-17,0,2,2
2020-06-17,37,18,55
2020-06-17,233,64,297
2020-06-17,0,0,0
2020-06-17,13,6,19
2020-06-17,0,0,0
2020-06-17,0,0,0
2020-06-17,0,0,0
2020-06-17,285,94,379
2020-06-17,0,0,0
2020-06-17,0,3,3
2020-06-17,23,9,32
2020-06-17,0,0,0
2020-06-17,0,0,0
2020-06-17,86,3,89
2020-06-17,283,60,343
2020-06-17,15,2,17
2020-06-17,50,11,61
2020-06-17,1,3,4
2020-06-17,0,2,2
2020-06-17,6,10,16
2020-06-17,0,0,0
2020-06-17,48,1,49
2020-06-17,0,0,0
2020-06-17,2,0,2
2020-06-17,90,47,137
2020-06-17,14,6,20
2020-06-18,10,6,16
2020-06-18,288,63,351
2020-06-18,6,2,8
2020-06-18,0,0,0
2020-06-18,25,18,43
2020-06-18,18,11,29
2020-06-18,5,1,6
2020-06-18,89,14,103
2020-06-18,0,0,0
2020-06-18,2,1,3
2020-06-18,1406,494,1900
2020-06-18,0,0,0
2020-06-18,0,2,2
2020-06-18,48,2,50
2020-06-18,72,1,73
2020-06-18,12,7,19
2020-06-18,1,0,1
2020-06-18,12,5,17
2020-06-18,1,0,1
2020-06-18,0,0,0
2020-06-18,47,4,51
2020-06-18,4,3,7
2020-06-18,0,1,1
2020-06-18,1,0,1
2020-06-18,4,0,4
2020-06-18,0,0,0
2020-06-18,72,26,98
2020-06-18,15,9,24
2020-06-18,0,0,0
2020-06-18,0,3,3
2020-06-18,292,129,421
2020-06-18,2,2,4
2020-06-18,56,20,76
2020-06-18,38,11,49
2020-06-18,20,1,21
2020-06-18,5,11,16
2020-06-18,0,0,0
2020-06-18,253,60,313
2020-06-18,0,0,0
2020-06-18,40,37,77
2020-06-18,33,12,45
2020-06-18,4,0,4
2020-06-18,0,0,0
2020-06-18,34,13,47
2020-06-18,56,37,93
2020-06-18,335,87,422
2020-06-18,42,6,48
2020-06-18,77,53,130
2020-06-18,0,0,0
2020-06-18,0,0,0
2020-06-18,0,0,0
2020-06-18,0,2,2
2020-06-18,0,0,0
2020-06-18,1,1,2
2020-06-18,2,1,3
2020-06-18,0,3,3
2020-06-19,80,0,80
2020-06-19,0,0,0
2020-06-19,5,0,5
2020-06-19,11,11,22
2020-06-19,0,1,1
2020-06-19,0,0,0
2020-06-19,0,0,0
2020-06-19,17,7,24
2020-06-19,4,4,8
2020-06-19,0,0,0
2020-06-19,0,0,0
2020-06-19,5,2,7
2020-06-19,3,8,11
2020-06-19,1426,494,1920
2020-06-19,9,1,10
2020-06-19,0,0,0
2020-06-19,0,0,0
2020-06-19,261,57,318
2020-06-19,0,0,0
2020-06-19,49,1,50
2020-06-19,4,0,4
2020-06-19,0,3,3
2020-06-19,64,37,101
2020-06-19,296,90,386
2020-06-19,37,17,54
2020-06-19,0,0,0
2020-06-19,1,0,1
2020-06-19,0,0,0
2020-06-19,4,4,8
2020-06-19,1,3,4
2020-06-19,30,11,41
2020-06-19,93,10,103
2020-06-19,2,3,5
2020-06-19,1,0,1
2020-06-19,4,1,5
2020-06-19,0,0,0
2020-06-19,344,66,410
2020-06-19,15,5,20
2020-06-19,0,0,0
2020-06-19,294,65,359
2020-06-19,59,15,74
2020-06-19,2,0,2
2020-06-19,43,38,81
2020-06-19,18,1,19
2020-06-19,0,0,0
2020-06-19,0,4,4
2020-06-19,0,0,0
2020-06-19,30,9,39
2020-06-19,0,1,1
2020-06-19,59,34,93
2020-06-19,48,2,50
2020-06-19,10,1,11
2020-06-19,80,57,137
2020-06-19,0,0,0
2020-06-19,46,4,50
2020-06-19,39,21,60
2020-06-20,0,0,0
2020-06-20,0,2,2
2020-06-20,67,30,97
2020-06-20,34,17,51
2020-06-20,1,1,2
2020-06-20,363,83,446
2020-06-20,0,0,0
2020-06-20,71,44,115
2020-06-20,0,0,0
2020-06-20,280,50,330
2020-06-20,5,0,5
2020-06-20,297,69,366
2020-06-20,15,6,21
2020-06-20,0,0,0
2020-06-20,0,0,0
2020-06-20,1453,516,1969
2020-06-20,52,5,57
2020-06-20,2,8,10
2020-06-20,103,13,116
2020-06-20,1,0,1
2020-06-20,0,0,0
2020-06-20,0,4,4
2020-06-20,0,0,0
2020-06-20,0,1,1
2020-06-20,0,0,0
2020-06-20,0,0,0
2020-06-20,0,0,0
2020-06-20,0,0,0
2020-06-20,77,44,121
2020-06-20,47,2,49
2020-06-20,9,1,10
2020-06-20,19,0,19
2020-06-20,5,0,5
2020-06-20,5,4,9
2020-06-20,0,0,0
2020-06-20,0,0,0
2020-06-20,89,0,89
2020-06-20,3,0,3
2020-06-20,0,0,0
2020-06-20,0,0,0
2020-06-20,3,0,3
2020-06-20,10,11,21
2020-06-20,67,20,87
2020-06-20,4,3,7
2020-06-20,39,14,53
2020-06-20,3,0,3
2020-06-20,47,26,73
2020-06-20,252,78,330
2020-06-20,1,0,1
2020-06-20,32,24,56
2020-06-20,41,14,55
2020-06-20,8,2,10
2020-06-20,44,0,44
2020-06-20,22,10,32
2020-06-20,0,0,0
2020-06-20,3,3,6
2020-06-21,0,1,1
2020-06-21,73,31,104
2020-06-21,76,43,119
2020-06-21,108,17,125
2020-06-21,0,0,0
2020-06-21,277,49,326
2020-06-21,95,0,95
2020-06-21,361,85,446
2020-06-21,0,0,0
2020-06-21,0,0,0
2020-06-21,81,21,102
2020-06-21,0,3,3
2020-06-21,18,9,27
2020-06-21,37,7,44
2020-06-21,3,0,3
2020-06-21,4,3,7
2020-06-21,0,1,1
2020-06-21,20,9,29
2020-06-21,5,4,9
2020-06-21,46,15,61
2020-06-21,1515,486,2001
2020-06-21,0,0,0
2020-06-21,0,0,0
2020-06-21,270,74,344
2020-06-21,0,2,2
2020-06-21,0,0,0
2020-06-21,46,8,54
2020-06-21,0,0,0
2020-06-21,5,3,8
2020-06-21,3,4,7
2020-06-21,0,0,0
2020-06-21,11,9,20
2020-06-21,4,2,6
2020-06-21,0,1,1
2020-06-21,51,37,88
2020-06-21,0,0,0
2020-06-21,40,21,61
2020-06-21,0,0,0
2020-06-21,299,106,405
2020-06-21,18,0,18
2020-06-21,9,2,11
2020-06-21,3,1,4
2020-06-21,0,0,0
2020-06-21,0,1,1
2020-06-21,35,16,51
2020-06-21,0,0,0
2020-06-21,2,1,3
2020-06-21,7,0,7
2020-06-21,9,3,12
2020-06-21,70,21,91
2020-06-21,0,1,1
2020-06-21,49,5,54
2020-06-21,1,0,1
2020-06-21,45,0,45
2020-06-21,6,0,6
2020-06-21,0,0,0
2020-06-22,115,14,129
2020-06-22,91,50,141
2020-06-22,6,3,9
2020-06-22,1,0,1
2020-06-22,3,3,6
2020-06-22,0,0,0
2020-06-22,0,0,0
2020-06-22,1,0,1
2020-06-22,20,1,21
2020-06-22,0,0,0
2020-06-22,0,0,0
2020-06-22,0,2,2
2020-06-22,0,0,0
2020-06-22,0,0,0
2020-06-22,286,60,346
2020-06-22,6,4,10
2020-06-22,4,3,7
2020-06-22,32,19,51
2020-06-22,0,0,0
2020-06-22,301,84,385
2020-06-22,6,1,7
2020-06-22,0,0,0
2020-06-22,83,39,122
2020-06-22,0,0,0
2020-06-22,5,5,10
2020-06-22,46,8,54
2020-06-22,0,0,0
2020-06-22,19,7,26
2020-06-22,0,0,0
2020-06-22,11,9,20
2020-06-22,95,0,95
2020-06-22,48,16,64
2020-06-22,53,4,57
2020-06-22,78,34,112
2020-06-22,4,0,4
2020-06-22,6,1,7
2020-06-22,0,0,0
2020-06-22,0,1,1
2020-06-22,73,19,92
2020-06-22,51,7,58
2020-06-22,0,0,0
2020-06-22,2,0,2
2020-06-22,47,0,47
2020-06-22,1556,534,2090
2020-06-22,0,0,0
2020-06-22,376,90,466
2020-06-22,7,2,9
2020-06-22,0,0,0
2020-06-22,1,0,1
