county,date,all_hospital_beds,icu_available_beds
Mono,2020-08-31,17,2
Tehama,2020-08-31,59,6
Napa,2020-08-31,351,21
Sacramento,2020-08-31,2464,121
Imperial,2020-08-31,259,15
Ventura,2020-08-31,1276,45
Shasta,2020-08-31,561,7
Tulare,2020-08-31,686,16
Calaveras,2020-08-31,33,4
Lake,2020-08-31,65,6
El Dorado,2020-08-31,189,13
Amador,2020-08-31,51,3
Tehama,2020-09-01,59,4
Lassen,2020-09-01,25,0
Humboldt,2020-09-01,263,4
Napa,2020-09-01,351,22
Stanislaus,2020-09-01,1307,23
Merced,2020-09-01,253,3
San Joaquin,2020-09-01,1004,42
Marin,2020-09-01,323,6
Mendocino,2020-09-01,150,4
Madera,2020-09-01,274,3
Orange,2020-09-01,5754,218
Yolo,2020-09-01,96,4
San Francisco,2020-09-01,1873,68
San Mateo,2020-09-01,685,32
Monterey,2020-09-01,729,21
Tuolumne,2020-09-01,84,4
Amador,2020-09-01,51,4
Nevada,2020-09-01,118,4
Modoc,2020-09-01,41,0
Solano,2020-09-01,539,7
San Luis Obispo,2020-09-01,451,22
Placer,2020-09-01,742,25
Kings,2020-09-01,193,2
Siskiyou,2020-09-01,56,8
Trinity,2020-09-01,25,0
Glenn,2020-09-01,47,0
Butte,2020-09-01,451,19
Alameda,2020-09-01,2395,87
Kern,2020-09-01,1321,43
Santa Cruz,2020-09-01,276,8
Plumas,2020-09-01,35,0
Santa Barbara,2020-09-01,666,40
Riverside,2020-09-01,3363,93
Los Angeles,2020-09-01,19849,933
Yuba,2020-09-01,265,10
Colusa,2020-09-01,48,0
Del Norte,2020-09-01,51,2
San Diego,2020-09-01,6640,305
El Dorado,2020-09-01,189,14
Contra Costa,2020-09-01,1463,53
Tulare,2020-09-01,664,15
San Benito,2020-09-01,25,1
Sutter,2020-09-01,0,0
Inyo,2020-09-01,29,4
Mono,2020-09-01,17,2
Shasta,2020-09-01,561,8
Santa Clara,2020-09-01,3113,108
Mariposa,2020-09-01,19,0
Sacramento,2020-09-01,2481,106
Ventura,2020-09-01,1301,47
Lake,2020-09-01,65,4
Calaveras,2020-09-01,33,4
Fresno,2020-09-01,1573,18
Imperial,2020-09-01,259,12
San Bernardino,2020-09-01,3860,137
Sonoma,2020-09-01,498,9
Tehama,2020-09-02,59,4
Ventura,2020-09-02,1305,41
Butte,2020-09-02,451,12
Contra Costa,2020-09-02,1459,62
Tulare,2020-09-02,664,8
Santa Clara,2020-09-02,3124,98
Santa Barbara,2020-09-02,666,45
Mendocino,2020-09-02,150,4
Fresno,2020-09-02,1539,17
Los Angeles,2020-09-02,19805,919
Mariposa,2020-09-02,19,0
San Joaquin,2020-09-02,1003,48
Placer,2020-09-02,740,28
Monterey,2020-09-02,729,23
Madera,2020-09-02,274,5
Yuba,2020-09-02,265,11
Siskiyou,2020-09-02,56,8
San Bernardino,2020-09-02,3851,134
Imperial,2020-09-02,259,12
San Diego,2020-09-02,6652,280
San Luis Obispo,2020-09-02,451,20
El Dorado,2020-09-02,189,10
Kern,2020-09-02,1322,43
Glenn,2020-09-02,47,0
Calaveras,2020-09-02,33,4
Shasta,2020-09-02,561,10
Sutter,2020-09-02,0,0
San Mateo,2020-09-02,690,25
San Francisco,2020-09-02,1854,61
Mono,2020-09-02,17,1
Amador,2020-09-02,51,4
Kings,2020-09-02,193,9
Plumas,2020-09-02,35,0
Lassen,2020-09-02,25,0
Tuolumne,2020-09-02,84,5
Alameda,2020-09-02,2404,95
Merced,2020-09-02,253,6
Solano,2020-09-02,533,8
Humboldt,2020-09-02,271,1
Del Norte,2020-09-02,51,1
Marin,2020-09-02,331,7
Santa Cruz,2020-09-02,276,10
Trinity,2020-09-02,25,0
Napa,2020-09-02,351,23
Sonoma,2020-09-02,513,8
Riverside,2020-09-02,3359,97
Colusa,2020-09-02,48,0
Lake,2020-09-02,65,4
Nevada,2020-09-02,129,5
San Benito,2020-09-02,25,1
Modoc,2020-09-02,41,0
Orange,2020-09-02,5612,202
Stanislaus,2020-09-02,1296,22
Yolo,2020-09-02,96,7
Sacramento,2020-09-02,2467,96
Inyo,2020-09-02,29,4
Humboldt,2020-09-03,271,0
Solano,2020-09-03,547,8
Mono,2020-09-03,17,2
Glenn,2020-09-03,47,0
Sonoma,2020-09-03,534,9
Mariposa,2020-09-03,19,0
Santa Clara,2020-09-03,3124,90
San Bernardino,2020-09-03,3878,138
Imperial,2020-09-03,259,13
Riverside,2020-09-03,3349,102
Calaveras,2020-09-03,33,5
Marin,2020-09-03,326,9
Yolo,2020-09-03,97,7
Stanislaus,2020-09-03,1295,19
Yuba,2020-09-03,265,13
San Joaquin,2020-09-03,1002,48
Inyo,2020-09-03,29,4
Ventura,2020-09-03,1314,42
Tehama,2020-09-03,59,4
El Dorado,2020-09-03,189,9
Sutter,2020-09-03,0,0
Santa Cruz,2020-09-03,277,9
Contra Costa,2020-09-03,1461,56
Napa,2020-09-03,351,19
Lassen,2020-09-03,25,0
Alameda,2020-09-03,2401,95
Colusa,2020-09-03,48,0
Del Norte,2020-09-03,51,2
Orange,2020-09-03,5614,221
Santa Barbara,2020-09-03,666,49
Sacramento,2020-09-03,2434,84
Madera,2020-09-03,274,5
Amador,2020-09-03,51,5
Nevada,2020-09-03,129,5
Trinity,2020-09-03,25,0
Butte,2020-09-03,451,14
San Luis Obispo,2020-09-03,451,20
Monterey,2020-09-03,729,21
Modoc,2020-09-03,41,0
Tulare,2020-09-03,664,17
Lake,2020-09-03,65,3
San Benito,2020-09-03,25,1
Tuolumne,2020-09-03,84,3
Siskiyou,2020-09-03,56,8
San Francisco,2020-09-03,1848,58
Kings,2020-09-03,193,9
Los Angeles,2020-09-03,19780,913
Merced,2020-09-03,253,7
Fresno,2020-09-03,1552,15
Placer,2020-09-03,744,28
Plumas,2020-09-03,35,0
San Diego,2020-09-03,6634,280
Mendocino,2020-09-03,150,1
San Mateo,2020-09-03,695,25
Kern,2020-09-03,1322,44
Shasta,2020-09-03,561,10
San Bernardino,2020-09-04,3864,167
Nevada,2020-09-04,119,2
Colusa,2020-09-04,48,0
Mendocino,2020-09-04,150,1
Sonoma,2020-09-04,519,7
Plumas,2020-09-04,35,0
Mariposa,2020-09-04,19,0
Placer,2020-09-04,743,27
El Dorado,2020-09-04,189,7
Kings,2020-09-04,193,6
Santa Cruz,2020-09-04,276,7
Amador,2020-09-04,51,3
San Mateo,2020-09-04,686,27
San Francisco,2020-09-04,1860,56
Los Angeles,2020-09-04,19804,907
Imperial,2020-09-04,259,12
Yolo,2020-09-04,97,2
Del Norte,2020-09-04,51,2
Riverside,2020-09-04,3380,98
Merced,2020-09-04,253,10
Tehama,2020-09-04,59,4
Tulare,2020-09-04,664,16
Shasta,2020-09-04,561,5
Sacramento,2020-09-04,2480,90
Sutter,2020-09-04,0,0
Alameda,2020-09-04,2391,100
Napa,2020-09-04,351,21
Santa Clara,2020-09-04,3083,96
Solano,2020-09-04,564,9
Humboldt,2020-09-04,269,2
Marin,2020-09-04,323,8
Kern,2020-09-04,1332,50
San Benito,2020-09-04,25,1
Mono,2020-09-04,17,2
Butte,2020-09-04,451,15
Stanislaus,2020-09-04,1296,12
Tuolumne,2020-09-04,84,2
Monterey,2020-09-04,729,20
Contra Costa,2020-09-04,1519,68
San Diego,2020-09-04,6616,282
Madera,2020-09-04,274,3
Trinity,2020-09-04,25,0
Fresno,2020-09-04,1498,12
Orange,2020-09-04,5576,220
San Joaquin,2020-09-04,1005,41
Lake,2020-09-04,65,4
Calaveras,2020-09-04,33,5
Siskiyou,2020-09-04,56,7
San Luis Obispo,2020-09-04,451,20
Lassen,2020-09-04,25,0
Inyo,2020-09-04,29,4
Ventura,2020-09-04,1269,52
Modoc,2020-09-04,41,0
Yuba,2020-09-04,265,14
Glenn,2020-09-04,47,0
Santa Barbara,2020-09-04,666,53
Tehama,2020-09-05,59,2
Butte,2020-09-05,451,17
Inyo,2020-09-05,29,4
Tuolumne,2020-09-05,84,3
Los Angeles,2020-09-05,19813,926
Monterey,2020-09-05,729,18
San Francisco,2020-09-05,1808,64
Imperial,2020-09-05,259,9
Tulare,2020-09-05,664,18
Nevada,2020-09-05,29,1
Glenn,2020-09-05,47,0
Lassen,2020-09-05,25,0
Alameda,2020-09-05,2406,105
Del Norte,2020-09-05,51,4
San Mateo,2020-09-05,680,25
Colusa,2020-09-05,48,0
Fresno,2020-09-05,1515,22
Lake,2020-09-05,65,4
Shasta,2020-09-05,561,4
San Diego,2020-09-05,6611,276
Orange,2020-09-05,5615,231
Yolo,2020-09-05,97,3
San Joaquin,2020-09-05,1005,52
Placer,2020-09-05,744,27
San Bernardino,2020-09-05,3822,156
Sonoma,2020-09-05,480,6
Stanislaus,2020-09-05,1298,18
San Benito,2020-09-05,25,2
Amador,2020-09-05,51,3
Santa Clara,2020-09-05,2985,93
Kern,2020-09-05,1309,53
Humboldt,2020-09-05,269,3
Sacramento,2020-09-05,2424,92
Madera,2020-09-05,274,2
Siskiyou,2020-09-05,56,7
Santa Barbara,2020-09-05,666,59
Ventura,2020-09-05,1254,54
Merced,2020-09-05,254,7
Trinity,2020-09-05,25,0
El Dorado,2020-09-05,189,12
Solano,2020-09-05,584,9
Kings,2020-09-05,193,8
Santa Cruz,2020-09-05,276,6
San Luis Obispo,2020-09-05,451,18
Mendocino,2020-09-05,150,1
Marin,2020-09-05,330,9
Plumas,2020-09-05,35,0
Mono,2020-09-05,17,2
Yuba,2020-09-05,265,13
Napa,2020-09-05,351,18
Contra Costa,2020-09-05,1528,50
Calaveras,2020-09-05,33,4
Modoc,2020-09-05,41,0
Sutter,2020-09-05,0,0
Mariposa,2020-09-05,19,0
Riverside,2020-09-05,3319,91
Yuba,2020-09-06,265,11
Trinity,2020-09-06,25,0
Shasta,2020-09-06,561,4
Glenn,2020-09-06,47,0
Sonoma,2020-09-06,501,5
Lake,2020-09-06,65,3
Marin,2020-09-06,323,8
San Francisco,2020-09-06,1772,69
Imperial,2020-09-06,259,6
Inyo,2020-09-06,29,4
Colusa,2020-09-06,48,0
Sacramento,2020-09-06,2391,92
Stanislaus,2020-09-06,1296,18
Humboldt,2020-09-06,269,3
Del Norte,2020-09-06,51,6
Siskiyou,2020-09-06,56,7
Sutter,2020-09-06,0,0
San Bernardino,2020-09-06,3785,151
Mono,2020-09-06,17,2
Calaveras,2020-09-06,33,5
Mariposa,2020-09-06,19,0
Tehama,2020-09-06,59,4
Modoc,2020-09-06,41,0
Lassen,2020-09-06,25,0
Merced,2020-09-06,253,5
Amador,2020-09-06,51,4
Santa Barbara,2020-09-06,666,63
Fresno,2020-09-06,1520,17
Yolo,2020-09-06,97,4
Solano,2020-09-06,562,9
San Mateo,2020-09-06,677,23
Nevada,2020-09-06,93,2
San Diego,2020-09-06,6617,307
Monterey,2020-09-06,729,18
Los Angeles,2020-09-06,19715,929
San Luis Obispo,2020-09-06,451,22
Madera,2020-09-06,274,4
El Dorado,2020-09-06,189,10
Placer,2020-09-06,739,22
Plumas,2020-09-06,35,0
Butte,2020-09-06,451,11
Tulare,2020-09-06,664,15
Kings,2020-09-06,193,9
San Benito,2020-09-06,25,1
Napa,2020-09-06,351,17
Riverside,2020-09-06,3307,94
Mendocino,2020-09-06,150,1
Ventura,2020-09-06,1249,51
Contra Costa,2020-09-06,1522,53
Alameda,2020-09-06,2405,114
Kern,2020-09-06,1277,56
Tuolumne,2020-09-06,84,2
Santa Cruz,2020-09-06,276,8
Santa Clara,2020-09-06,2936,95
Orange,2020-09-06,5534,242
San Joaquin,2020-09-06,1004,50
Placer,2020-09-07,721,29
Stanislaus,2020-09-07,1302,12
Mariposa,2020-09-07,19,0
Alameda,2020-09-07,2371,113
Siskiyou,2020-09-07,56,7
Solano,2020-09-07,533,10
Imperial,2020-09-07,259,6
Ventura,2020-09-07,1220,50
Shasta,2020-09-07,561,5
Colusa,2020-09-07,48,0
Inyo,2020-09-07,29,4
Sutter,2020-09-07,0,0
San Diego,2020-09-07,6621,309
Kings,2020-09-07,193,9
Sacramento,2020-09-07,2412,104
San Bernardino,2020-09-07,3811,162
Santa Cruz,2020-09-07,276,8
San Mateo,2020-09-07,673,21
Yuba,2020-09-07,265,12
Tehama,2020-09-07,59,5
Glenn,2020-09-07,47,0
Lake,2020-09-07,65,3
Sonoma,2020-09-07,506,5
Nevada,2020-09-07,127,7
San Francisco,2020-09-07,1742,63
Merced,2020-09-07,253,5
San Luis Obispo,2020-09-07,451,21
Amador,2020-09-07,51,4
Calaveras,2020-09-07,33,6
San Benito,2020-09-07,25,1
Monterey,2020-09-07,729,20
Los Angeles,2020-09-07,19650,954
Fresno,2020-09-07,1511,24
El Dorado,2020-09-07,189,12
Marin,2020-09-07,323,9
Yolo,2020-09-07,96,1
Tuolumne,2020-09-07,84,1
Humboldt,2020-09-07,269,3
Orange,2020-09-07,5578,222
Mendocino,2020-09-07,150,2
Tulare,2020-09-07,664,17
Del Norte,2020-09-07,51,6
San Joaquin,2020-09-07,1002,47
Trinity,2020-09-07,25,0
Plumas,2020-09-07,35,0
Riverside,2020-09-07,3334,91
Mono,2020-09-07,17,2
Modoc,2020-09-07,41,0
Lassen,2020-09-07,25,0
Santa Barbara,2020-09-07,666,64
Santa Clara,2020-09-07,2926,96
Napa,2020-09-07,351,19
Butte,2020-09-07,451,7
Madera,2020-09-07,274,2
Kern,2020-09-07,1281,51
Contra Costa,2020-09-07,1499,46
Contra Costa,2020-09-08,1505,41
Marin,2020-09-08,329,6
San Luis Obispo,2020-09-08,451,22
Ventura,2020-09-08,1216,49
Inyo,2020-09-08,29,4
Santa Cruz,2020-09-08,277,8
Calaveras,2020-09-08,33,2
El Dorado,2020-09-08,189,10
Sacramento,2020-09-08,2416,95
Tulare,2020-09-08,686,18
Siskiyou,2020-09-08,56,7
Fresno,2020-09-08,1520,29
Madera,2020-09-08,274,2
Alameda,2020-09-08,2388,107
Yuba,2020-09-08,265,10
Mono,2020-09-08,17,2
Sutter,2020-09-08,0,0
Kings,2020-09-08,193,9
Los Angeles,2020-09-08,19839,995
Glenn,2020-09-08,47,0
San Francisco,2020-09-08,1781,73
Del Norte,2020-09-08,51,3
Santa Barbara,2020-09-08,666,67
Napa,2020-09-08,351,21
Lake,2020-09-08,65,5
Colusa,2020-09-08,48,0
Lassen,2020-09-08,25,0
Kern,2020-09-08,1286,51
Santa Clara,2020-09-08,3028,86
Shasta,2020-09-08,561,6
San Bernardino,2020-09-08,3814,172
Stanislaus,2020-09-08,1307,12
San Diego,2020-09-08,6638,332
Mendocino,2020-09-08,150,4
Modoc,2020-09-08,41,0
Nevada,2020-09-08,124,4
Amador,2020-09-08,51,6
San Joaquin,2020-09-08,1007,40
Butte,2020-09-08,451,8
Humboldt,2020-09-08,269,3
Merced,2020-09-08,253,5
Tuolumne,2020-09-08,84,0
Yolo,2020-09-08,96,2
Imperial,2020-09-08,259,3
Riverside,2020-09-08,3370,100
Trinity,2020-09-08,25,0
Tehama,2020-09-08,59,4
Plumas,2020-09-08,35,0
Solano,2020-09-08,543,10
Placer,2020-09-08,721,31
Mariposa,2020-09-08,19,0
Orange,2020-09-08,5578,223
San Mateo,2020-09-08,699,22
Sonoma,2020-09-08,505,4
Monterey,2020-09-08,729,26
San Benito,2020-09-08,25,2
Kern,2020-09-09,1305,48
Alameda,2020-09-09,2391,105
Ventura,2020-09-09,1227,36
Amador,2020-09-09,51,4
Napa,2020-09-09,351,19
Yolo,2020-09-09,96,4
Tehama,2020-09-09,59,4
San Joaquin,2020-09-09,1004,48
San Francisco,2020-09-09,1825,58
Tulare,2020-09-09,686,19
San Benito,2020-09-09,25,2
San Mateo,2020-09-09,720,19
Inyo,2020-09-09,29,3
Kings,2020-09-09,193,8
Modoc,2020-09-09,41,0
Sutter,2020-09-09,0,0
Tuolumne,2020-09-09,84,3
Santa Cruz,2020-09-09,277,7
Santa Clara,2020-09-09,3068,97
Monterey,2020-09-09,729,24
Santa Barbara,2020-09-09,666,56
Orange,2020-09-09,5654,226
Los Angeles,2020-09-09,19917,957
Humboldt,2020-09-09,272,1
El Dorado,2020-09-09,189,10
Shasta,2020-09-09,561,5
Nevada,2020-09-09,124,6
Madera,2020-09-09,274,2
Sacramento,2020-09-09,2417,81
Colusa,2020-09-09,48,0
Yuba,2020-09-09,265,6
Lake,2020-09-09,65,2
Stanislaus,2020-09-09,1298,15
Riverside,2020-09-09,3385,83
Imperial,2020-09-09,259,4
Mono,2020-09-09,17,2
San Bernardino,2020-09-09,3836,161
Lassen,2020-09-09,25,0
Sonoma,2020-09-09,563,5
Del Norte,2020-09-09,51,1
Plumas,2020-09-09,35,0
Placer,2020-09-09,734,27
San Luis Obispo,2020-09-09,451,19
Mariposa,2020-09-09,19,0
Butte,2020-09-09,451,4
Glenn,2020-09-09,47,0
Calaveras,2020-09-09,33,4
Contra Costa,2020-09-09,1490,35
Siskiyou,2020-09-09,56,7
Fresno,2020-09-09,1526,29
Mendocino,2020-09-09,150,5
Solano,2020-09-09,558,9
Merced,2020-09-09,253,7
Marin,2020-09-09,324,5
Trinity,2020-09-09,25,0
San Diego,2020-09-09,6648,302
Yolo,2020-09-10,96,3
Amador,2020-09-10,51,4
Santa Barbara,2020-09-10,666,54
Lake,2020-09-10,65,2
Trinity,2020-09-10,25,0
Humboldt,2020-09-10,272,1
Contra Costa,2020-09-10,1508,41
San Francisco,2020-09-10,1839,58
Sutter,2020-09-10,0,0
Kings,2020-09-10,193,8
Mono,2020-09-10,17,2
Mariposa,2020-09-10,19,0
Del Norte,2020-09-10,51,3
San Benito,2020-09-10,25,2
San Luis Obispo,2020-09-10,451,18
Santa Clara,2020-09-10,3067,89
Colusa,2020-09-10,48,0
Kern,2020-09-10,1303,55
Lassen,2020-09-10,25,0
Napa,2020-09-10,351,17
Modoc,2020-09-10,41,0
Marin,2020-09-10,325,9
Placer,2020-09-10,738,26
San Mateo,2020-09-10,706,33
Ventura,2020-09-10,1236,43
San Joaquin,2020-09-10,1005,33
Mendocino,2020-09-10,150,6
Sacramento,2020-09-10,2451,82
El Dorado,2020-09-10,189,7
Santa Cruz,2020-09-10,277,11
Los Angeles,2020-09-10,19990,924
Nevada,2020-09-10,119,1
Madera,2020-09-10,274,2
Sonoma,2020-09-10,529,7
San Bernardino,2020-09-10,3848,156
Orange,2020-09-10,5614,236
Fresno,2020-09-10,1524,33
Tulare,2020-09-10,686,20
Imperial,2020-09-10,259,7
Monterey,2020-09-10,729,29
Yuba,2020-09-10,265,9
Solano,2020-09-10,566,8
Glenn,2020-09-10,47,0
Stanislaus,2020-09-10,1305,15
Tehama,2020-09-10,59,4
Alameda,2020-09-10,2432,88
Inyo,2020-09-10,29,3
Shasta,2020-09-10,561,5
Butte,2020-09-10,451,8
Tuolumne,2020-09-10,84,1
San Diego,2020-09-10,6636,287
Siskiyou,2020-09-10,56,8
Calaveras,2020-09-10,33,3
Merced,2020-09-10,253,5
Riverside,2020-09-10,3400,93
Plumas,2020-09-10,35,0
Yolo,2020-09-11,96,2
Inyo,2020-09-11,29,3
San Bernardino,2020-09-11,3846,149
Calaveras,2020-09-11,33,4
Colusa,2020-09-11,48,0
Amador,2020-09-11,51,3
Stanislaus,2020-09-11,1310,18
Kern,2020-09-11,1317,50
Fresno,2020-09-11,1536,37
Contra Costa,2020-09-11,1534,40
Santa Cruz,2020-09-11,276,7
Del Norte,2020-09-11,51,2
Monterey,2020-09-11,729,33
Alameda,2020-09-11,2444,100
San Diego,2020-09-11,6637,281
Los Angeles,2020-09-11,20020,942
Merced,2020-09-11,253,2
San Francisco,2020-09-11,1831,67
Humboldt,2020-09-11,275,4
Butte,2020-09-11,451,8
Trinity,2020-09-11,25,0
Placer,2020-09-11,740,32
Modoc,2020-09-11,41,0
San Benito,2020-09-11,25,3
Glenn,2020-09-11,47,0
Shasta,2020-09-11,561,5
Mariposa,2020-09-11,19,0
Riverside,2020-09-11,3417,85
Sacramento,2020-09-11,2448,79
Marin,2020-09-11,325,10
Tulare,2020-09-11,686,22
Plumas,2020-09-11,35,0
Santa Clara,2020-09-11,3067,82
San Mateo,2020-09-11,701,36
Madera,2020-09-11,274,3
Solano,2020-09-11,578,6
Siskiyou,2020-09-11,56,6
Nevada,2020-09-11,111,1
Tehama,2020-09-11,59,2
Sutter,2020-09-11,0,0
Imperial,2020-09-11,259,12
Mendocino,2020-09-11,150,6
Mono,2020-09-11,17,1
San Luis Obispo,2020-09-11,451,18
Santa Barbara,2020-09-11,666,57
El Dorado,2020-09-11,189,6
Yuba,2020-09-11,265,9
Napa,2020-09-11,351,15
Tuolumne,2020-09-11,84,2
Kings,2020-09-11,193,9
Lassen,2020-09-11,25,0
Sonoma,2020-09-11,536,9
San Joaquin,2020-09-11,1004,41
Ventura,2020-09-11,1248,44
Orange,2020-09-11,5666,245
Lake,2020-09-11,65,4
Shasta,2020-09-12,561,5
Plumas,2020-09-12,35,0
Mendocino,2020-09-12,150,6
Napa,2020-09-12,351,16
San Benito,2020-09-12,25,4
El Dorado,2020-09-12,189,6
Nevada,2020-09-12,111,4
Merced,2020-09-12,253,1
Madera,2020-09-12,274,4
San Francisco,2020-09-12,1820,68
Inyo,2020-09-12,29,3
Mono,2020-09-12,17,2
Tuolumne,2020-09-12,84,1
Santa Clara,2020-09-12,2888,97
Ventura,2020-09-12,1201,50
Glenn,2020-09-12,47,0
Marin,2020-09-12,318,9
Tulare,2020-09-12,664,24
Modoc,2020-09-12,41,0
Tehama,2020-09-12,59,3
Del Norte,2020-09-12,51,4
Monterey,2020-09-12,729,31
Kern,2020-09-12,1311,51
Solano,2020-09-12,594,9
Santa Cruz,2020-09-12,276,7
Sonoma,2020-09-12,511,12
Siskiyou,2020-09-12,56,7
Los Angeles,2020-09-12,19884,971
Sacramento,2020-09-12,2427,82
Mariposa,2020-09-12,19,0
Lassen,2020-09-12,25,0
Sutter,2020-09-12,0,0
San Diego,2020-09-12,6634,283
Riverside,2020-09-12,3362,92
Stanislaus,2020-09-12,1310,20
San Luis Obispo,2020-09-12,451,21
Orange,2020-09-12,5767,235
Contra Costa,2020-09-12,1541,40
San Mateo,2020-09-12,698,34
San Joaquin,2020-09-12,1005,51
Placer,2020-09-12,745,29
Santa Barbara,2020-09-12,666,59
Butte,2020-09-12,451,8
Trinity,2020-09-12,25,0
Colusa,2020-09-12,48,0
Yuba,2020-09-12,265,9
Kings,2020-09-12,193,10
Amador,2020-09-12,51,3
Calaveras,2020-09-12,33,4
Imperial,2020-09-12,259,6
Fresno,2020-09-12,1507,31
Humboldt,2020-09-12,277,1
Yolo,2020-09-12,96,3
Alameda,2020-09-12,2419,102
San Bernardino,2020-09-12,3800,170
Lake,2020-09-12,65,3
Mono,2020-09-13,17,0
Mendocino,2020-09-13,150,6
Santa Clara,2020-09-13,2956,97
Riverside,2020-09-13,3363,95
San Francisco,2020-09-13,1816,79
Butte,2020-09-13,451,5
Amador,2020-09-13,51,4
Sutter,2020-09-13,0,0
Kings,2020-09-13,193,9
Lassen,2020-09-13,25,0
Fresno,2020-09-13,1501,29
Yuba,2020-09-13,265,15
Marin,2020-09-13,322,10
Colusa,2020-09-13,48,0
Siskiyou,2020-09-13,56,6
Imperial,2020-09-13,259,5
Kern,2020-09-13,1309,51
Humboldt,2020-09-13,277,1
Tehama,2020-09-13,59,1
Ventura,2020-09-13,1194,55
San Benito,2020-09-13,25,3
Orange,2020-09-13,5716,238
San Luis Obispo,2020-09-13,451,26
Napa,2020-09-13,351,19
Mariposa,2020-09-13,19,0
Madera,2020-09-13,274,5
Plumas,2020-09-13,35,0
San Joaquin,2020-09-13,1000,51
Contra Costa,2020-09-13,1539,51
Tuolumne,2020-09-13,84,2
Lake,2020-09-13,65,3
Stanislaus,2020-09-13,1309,22
Sonoma,2020-09-13,466,10
Merced,2020-09-13,253,1
Inyo,2020-09-13,29,4
San Bernardino,2020-09-13,3795,139
San Diego,2020-09-13,6624,327
Monterey,2020-09-13,729,36
Santa Barbara,2020-09-13,666,60
Shasta,2020-09-13,561,7
Calaveras,2020-09-13,33,4
Placer,2020-09-13,742,33
Modoc,2020-09-13,41,0
Yolo,2020-09-13,96,5
Glenn,2020-09-13,47,0
Alameda,2020-09-13,2418,118
Sacramento,2020-09-13,2466,91
Solano,2020-09-13,587,8
Santa Cruz,2020-09-13,276,9
Trinity,2020-09-13,25,0
El Dorado,2020-09-13,189,8
Nevada,2020-09-13,98,4
San Mateo,2020-09-13,695,39
Los Angeles,2020-09-13,19838,1010
Tulare,2020-09-13,664,25
Del Norte,2020-09-13,53,5
Mendocino,2020-09-14,150,5
Sacramento,2020-09-14,2456,102
Glenn,2020-09-14,47,0
Napa,2020-09-14,351,18
Kings,2020-09-14,193,9
Alameda,2020-09-14,2385,117
Orange,2020-09-14,5480,268
Ventura,2020-09-14,1215,49
Solano,2020-09-14,563,10
Mono,2020-09-14,17,2
Amador,2020-09-14,51,6
Humboldt,2020-09-14,275,4
Tuolumne,2020-09-14,84,2
Calaveras,2020-09-14,33,3
Tehama,2020-09-14,59,4
San Mateo,2020-09-14,676,34
Del Norte,2020-09-14,53,4
Yuba,2020-09-14,265,14
Inyo,2020-09-14,29,4
Lake,2020-09-14,65,4
Imperial,2020-09-14,259,6
Nevada,2020-09-14,100,6
San Luis Obispo,2020-09-14,451,23
Sonoma,2020-09-14,517,8
San Diego,2020-09-14,6604,322
Plumas,2020-09-14,35,0
Colusa,2020-09-14,48,0
San Benito,2020-09-14,25,3
Monterey,2020-09-14,729,40
Contra Costa,2020-09-14,1533,54
Santa Barbara,2020-09-14,666,62
Los Angeles,2020-09-14,19858,1023
Mariposa,2020-09-14,19,0
Fresno,2020-09-14,1502,30
Siskiyou,2020-09-14,56,8
Modoc,2020-09-14,41,0
Santa Cruz,2020-09-14,276,9
Riverside,2020-09-14,3342,95
San Francisco,2020-09-14,1817,86
Santa Clara,2020-09-14,3052,110
Stanislaus,2020-09-14,1316,22
Placer,2020-09-14,738,31
Yolo,2020-09-14,96,4
El Dorado,2020-09-14,189,12
Sutter,2020-09-14,0,0
Shasta,2020-09-14,561,5
Lassen,2020-09-14,25,0
Tulare,2020-09-14,678,22
Kern,2020-09-14,1297,55
San Joaquin,2020-09-14,997,48
Merced,2020-09-14,253,3
San Bernardino,2020-09-14,3828,148
Butte,2020-09-14,451,6
Trinity,2020-09-14,25,0
Madera,2020-09-14,274,5
Marin,2020-09-14,326,9
Kern,2020-09-15,1330,54
Orange,2020-09-15,5636,229
Inyo,2020-09-15,29,3
Napa,2020-09-15,351,19
Alameda,2020-09-15,2395,118
Placer,2020-09-15,743,30
Amador,2020-09-15,51,6
El Dorado,2020-09-15,189,11
Modoc,2020-09-15,41,0
Lassen,2020-09-15,25,0
Tuolumne,2020-09-15,84,2
Nevada,2020-09-15,111,4
Contra Costa,2020-09-15,1510,53
Butte,2020-09-15,451,8
Madera,2020-09-15,274,6
Mariposa,2020-09-15,19,0
San Francisco,2020-09-15,1880,80
Imperial,2020-09-15,259,7
Colusa,2020-09-15,48,0
Yuba,2020-09-15,265,16
Trinity,2020-09-15,25,0
Marin,2020-09-15,318,10
Ventura,2020-09-15,1225,51
Lake,2020-09-15,65,2
Merced,2020-09-15,253,4
Santa Cruz,2020-09-15,276,7
Monterey,2020-09-15,729,36
Siskiyou,2020-09-15,56,9
San Bernardino,2020-09-15,3845,144
Yolo,2020-09-15,96,5
Humboldt,2020-09-15,275,2
Stanislaus,2020-09-15,1313,20
Plumas,2020-09-15,35,0
Calaveras,2020-09-15,33,6
Los Angeles,2020-09-15,20011,968
San Luis Obispo,2020-09-15,451,22
Tulare,2020-09-15,678,19
Santa Clara,2020-09-15,3058,101
Mendocino,2020-09-15,150,6
San Mateo,2020-09-15,684,21
San Diego,2020-09-15,6621,303
Riverside,2020-09-15,3402,102
