county,date,confirmed_patients,suspected_patients,all_hospital_beds,icu_covid_confirmed,icu_covid_suspected,icu_available_beds,total_covid_patients
Calaveras,2020-09-09,2,3,33,2,1,4,5
Contra Costa,2020-09-09,62,19,1490,26,2,35,81
Siskiyou,2020-09-09,0,0,56,0,0,7,0
Fresno,2020-09-09,133,24,1526,30,4,29,157
Mendocino,2020-09-09,1,0,150,1,0,5,1
Solano,2020-09-09,29,10,558,7,1,9,39
Merced,2020-09-09,18,1,253,9,0,7,19
Marin,2020-09-09,13,6,324,4,2,5,19
Trinity,2020-09-09,0,0,25,0,0,0,0
San Diego,2020-09-09,234,75,6648,86,13,302,309
Yolo,2020-09-10,7,1,96,4,1,3,8
Amador,2020-09-10,2,0,51,0,0,4,2
Santa Barbara,2020-09-10,36,3,666,9,1,54,39
Lake,2020-09-10,0,2,65,0,0,2,2
Trinity,2020-09-10,0,0,25,0,0,0,0
Humboldt,2020-09-10,4,1,272,2,0,1,5
Contra Costa,2020-09-10,66,17,1508,25,4,41,83
San Francisco,2020-09-10,67,22,1839,24,8,58,89
Sutter,2020-09-10,0,0,0,0,0,0,0
Kings,2020-09-10,31,1,193,3,0,8,32
Mono,2020-09-10,0,0,17,0,0,2,0
Mariposa,2020-09-10,0,0,19,0,0,0,0
Del Norte,2020-09-10,0,0,51,0,0,3,0
San Benito,2020-09-10,0,0,25,0,0,2,0
San Luis Obispo,2020-09-10,7,3,451,3,1,18,10
Santa Clara,2020-09-10,114,18,3067,39,3,89,132
Colusa,2020-09-10,0,2,48,0,0,0,2
Kern,2020-09-10,82,3,1303,20,1,55,85
Lassen,2020-09-10,0,0,25,0,0,0,0
Napa,2020-09-10,4,1,351,2,0,17,5
Modoc,2020-09-10,0,0,41,0,0,0,0
Marin,2020-09-10,10,6,325,3,0,9,16
Placer,2020-09-10,34,25,738,10,4,26,59
San Mateo,2020-09-10,34,17,706,11,5,33,51
Ventura,2020-09-10,55,35,1236,20,7,43,90
San Joaquin,2020-09-10,75,9,1005,32,2,33,84
Mendocino,2020-09-10,2,0,150,1,0,6,2
Sacramento,2020-09-10,151,32,2451,53,8,82,183
El Dorado,2020-09-10,1,0,189,1,0,7,1
Santa Cruz,2020-09-10,14,1,277,2,0,11,15
Los Angeles,2020-09-10,877,342,19990,301,49,924,1219
Nevada,2020-09-10,3,0,119,1,0,1,3
Madera,2020-09-10,19,5,274,7,0,2,24
Sonoma,2020-09-10,31,3,529,11,0,7,34
San Bernardino,2020-09-10,205,54,3848,74,4,156,259
Orange,2020-09-10,223,54,5614,65,10,236,277
Fresno,2020-09-10,122,21,1524,29,4,33,143
Tulare,2020-09-10,53,6,686,6,0,20,59
Imperial,2020-09-10,22,0,259,9,0,7,22
Monterey,2020-09-10,28,0,729,9,0,29,28
Yuba,2020-09-10,19,0,265,4,0,9,19
Solano,2020-09-10,27,8,566,6,3,8,35
Glenn,2020-09-10,0,0,47,0,0,0,0
Stanislaus,2020-09-10,125,30,1305,41,3,15,155
Tehama,2020-09-10,1,0,59,1,0,4,1
Alameda,2020-09-10,142,41,2432,39,6,88,183
Inyo,2020-09-10,0,0,29,0,0,3,0
Shasta,2020-09-10,3,0,561,1,0,5,3
Butte,2020-09-10,17,0,451,4,0,8,17
Tuolumne,2020-09-10,1,0,84,0,0,1,1
San Diego,2020-09-10,232,53,6636,87,11,287,285
Siskiyou,2020-09-10,1,0,56,0,0,8,1
Calaveras,2020-09-10,2,5,33,2,2,3,7
Merced,2020-09-10,13,9,253,9,0,5,22
Riverside,2020-09-10,180,51,3400,53,12,93,231
Plumas,2020-09-10,0,0,35,0,0,0,0
Yolo,2020-09-11,5,0,96,5,0,2,5
Inyo,2020-09-11,0,0,29,0,0,3,0
San Bernardino,2020-09-11,201,49,3846,67,10,149,250
Calaveras,2020-09-11,2,1,33,2,0,4,3
Colusa,2020-09-11,0,3,48,0,0,0,3
Amador,2020-09-11,2,0,51,0,0,3,2
Stanislaus,2020-09-11,119,44,1310,44,2,18,163
Kern,2020-09-11,66,17,1317,20,1,50,83
Fresno,2020-09-11,112,15,1536,29,1,37,127
Contra Costa,2020-09-11,73,20,1534,25,3,40,93
Santa Cruz,2020-09-11,16,0,276,2,0,7,16
Del Norte,2020-09-11,0,0,51,0,0,2,0
Monterey,2020-09-11,28,1,729,9,0,33,29
Alameda,2020-09-11,131,47,2444,33,10,100,178
San Diego,2020-09-11,227,60,6637,88,12,281,287
Los Angeles,2020-09-11,813,345,20020,275,59,942,1158
Merced,2020-09-11,15,1,253,8,0,2,16
San Francisco,2020-09-11,74,18,1831,22,4,67,92
Humboldt,2020-09-11,2,1,275,2,0,4,3
Butte,2020-09-11,11,0,451,3,0,8,11
Trinity,2020-09-11,0,0,25,0,0,0,0
Placer,2020-09-11,34,18,740,10,1,32,52
Modoc,2020-09-11,0,0,41,0,0,0,0
San Benito,2020-09-11,0,0,25,0,0,3,0
Glenn,2020-09-11,0,0,47,0,0,0,0
Shasta,2020-09-11,3,0,561,1,0,5,3
Mariposa,2020-09-11,0,0,19,0,0,0,0
Riverside,2020-09-11,171,61,3417,45,14,85,232
Sacramento,2020-09-11,135,26,2448,50,7,79,161
Marin,2020-09-11,9,2,325,2,1,10,11
Tulare,2020-09-11,47,3,686,7,0,22,50
Plumas,2020-09-11,0,0,35,0,0,0,0
Santa Clara,2020-09-11,112,20,3067,41,1,82,132
San Mateo,2020-09-11,38,10,701,11,5,36,48
Madera,2020-09-11,18,7,274,6,0,3,25
Solano,2020-09-11,25,8,578,6,2,6,33
Siskiyou,2020-09-11,1,0,56,0,0,6,1
Nevada,2020-09-11,2,1,111,1,0,1,3
Tehama,2020-09-11,2,0,59,1,0,2,2
Sutter,2020-09-11,0,0,0,0,0,0,0
Imperial,2020-09-11,25,0,259,9,0,12,25
Mendocino,2020-09-11,3,0,150,1,0,6,3
Mono,2020-09-11,0,0,17,0,0,1,0
San Luis Obispo,2020-09-11,7,3,451,3,1,18,10
Santa Barbara,2020-09-11,33,4,666,8,1,57,37
El Dorado,2020-09-11,1,1,189,1,1,6,2
Yuba,2020-09-11,20,1,265,4,0,9,21
Napa,2020-09-11,5,0,351,2,0,15,5
Tuolumne,2020-09-11,1,0,84,0,0,2,1
Kings,2020-09-11,31,0,193,3,0,9,31
Lassen,2020-09-11,0,0,25,0,0,0,0
Sonoma,2020-09-11,32,3,536,9,1,9,35
San Joaquin,2020-09-11,68,15,1004,29,1,41,83
Ventura,2020-09-11,55,25,1248,21,5,44,80
Orange,2020-09-11,215,47,5666,65,6,245,262
Lake,2020-09-11,0,1,65,0,1,4,1
Shasta,2020-09-12,2,1,561,1,0,5,3
Plumas,2020-09-12,0,0,35,0,0,0,0
Mendocino,2020-09-12,4,0,150,1,0,6,4
Napa,2020-09-12,5,1,351,2,0,16,6
San Benito,2020-09-12,1,0,25,0,0,4,1
El Dorado,2020-09-12,2,0,189,1,0,6,2
Nevada,2020-09-12,3,0,111,0,0,4,3
Merced,2020-09-12,15,1,253,9,0,1,16
Madera,2020-09-12,17,11,274,6,0,4,28
San Francisco,2020-09-12,72,15,1820,20,6,68,87
Inyo,2020-09-12,0,0,29,0,0,3,0
Mono,2020-09-12,0,0,17,0,0,2,0
Tuolumne,2020-09-12,2,0,84,1,0,1,2
Santa Clara,2020-09-12,107,19,2888,39,2,97,126
Ventura,2020-09-12,50,13,1201,24,4,50,63
Glenn,2020-09-12,0,0,47,0,0,0,0
Marin,2020-09-12,10,1,318,2,0,9,11
Tulare,2020-09-12,46,3,664,7,1,24,49
Modoc,2020-09-12,0,0,41,0,0,0,0
Tehama,2020-09-12,2,0,59,1,0,3,2
Del Norte,2020-09-12,0,0,51,0,0,4,0
Monterey,2020-09-12,27,1,729,9,0,31,28
Kern,2020-09-12,70,11,1311,15,1,51,81
Solano,2020-09-12,27,7,594,7,0,9,34
Santa Cruz,2020-09-12,16,0,276,2,0,7,16
Sonoma,2020-09-12,36,1,511,8,0,12,37
Siskiyou,2020-09-12,1,0,56,0,0,7,1
Los Angeles,2020-09-12,775,375,19884,261,47,971,1150
Sacramento,2020-09-12,128,47,2427,49,9,82,175
Mariposa,2020-09-12,0,0,19,0,0,0,0
Lassen,2020-09-12,0,0,25,0,0,0,0
Sutter,2020-09-12,0,0,0,0,0,0,0
San Diego,2020-09-12,218,59,6634,80,7,283,277
Riverside,2020-09-12,157,43,3362,46,10,92,200
Stanislaus,2020-09-12,114,34,1310,39,3,20,148
San Luis Obispo,2020-09-12,8,2,451,3,0,21,10
Orange,2020-09-12,196,42,5767,58,5,235,238
Contra Costa,2020-09-12,69,19,1541,24,3,40,88
San Mateo,2020-09-12,39,17,698,11,7,34,56
San Joaquin,2020-09-12,70,6,1005,28,1,51,76
Placer,2020-09-12,38,22,745,10,1,29,60
Santa Barbara,2020-09-12,30,1,666,8,0,59,31
Butte,2020-09-12,12,0,451,1,0,8,12
Trinity,2020-09-12,0,0,25,0,0,0,0
Colusa,2020-09-12,0,3,48,0,0,0,3
Yuba,2020-09-12,20,2,265,4,0,9,22
Kings,2020-09-12,23,0,193,3,0,10,23
Amador,2020-09-12,0,1,51,0,1,3,1
Calaveras,2020-09-12,2,3,33,2,0,4,5
Imperial,2020-09-12,27,0,259,9,0,6,27
Fresno,2020-09-12,111,26,1507,34,5,31,137
Humboldt,2020-09-12,2,1,277,2,0,1,3
Yolo,2020-09-12,4,0,96,4,0,3,4
Alameda,2020-09-12,121,47,2419,35,9,102,168
San Bernardino,2020-09-12,190,36,3800,66,2,170,226
Lake,2020-09-12,0,1,65,0,0,3,1
Mono,2020-09-13,0,0,17,0,0,0,0
Mendocino,2020-09-13,3,0,150,1,0,6,3
Santa Clara,2020-09-13,111,18,2956,41,2,97,129
Riverside,2020-09-13,151,49,3363,48,10,95,200
San Francisco,2020-09-13,76,18,1816,21,5,79,94
Butte,2020-09-13,15,0,451,3,0,5,15
Amador,2020-09-13,0,0,51,0,0,4,0
Sutter,2020-09-13,0,0,0,0,0,0,0
Kings,2020-09-13,27,0,193,3,0,9,27
Lassen,2020-09-13,0,0,25,0,0,0,0
Fresno,2020-09-13,101,21,1501,31,4,29,122
Yuba,2020-09-13,18,1,265,5,0,15,19
Marin,2020-09-13,11,5,322,3,0,10,16
Colusa,2020-09-13,0,3,48,0,0,0,3
Siskiyou,2020-09-13,1,0,56,0,0,6,1
Imperial,2020-09-13,21,1,259,7,0,5,22
Kern,2020-09-13,69,4,1309,18,1,51,73
Humboldt,2020-09-13,1,1,277,1,0,1,2
Tehama,2020-09-13,2,0,59,1,0,1,2
Ventura,2020-09-13,42,17,1194,20,3,55,59
San Benito,2020-09-13,2,0,25,1,0,3,2
Orange,2020-09-13,193,45,5716,56,6,238,238
San Luis Obispo,2020-09-13,8,0,451,4,0,26,8
Napa,2020-09-13,7,1,351,4,0,19,8
Mariposa,2020-09-13,0,0,19,0,0,0,0
Madera,2020-09-13,19,6,274,5,1,5,25
Plumas,2020-09-13,0,0,35,0,0,0,0
San Joaquin,2020-09-13,66,21,1000,28,3,51,87
Contra Costa,2020-09-13,70,21,1539,28,2,51,91
Tuolumne,2020-09-13,1,0,84,0,0,2,1
Lake,2020-09-13,0,1,65,0,0,3,1
Stanislaus,2020-09-13,114,32,1309,34,3,22,146
Sonoma,2020-09-13,36,3,466,9,0,10,39
Merced,2020-09-13,12,2,253,7,1,1,14
Inyo,2020-09-13,0,0,29,0,0,4,0
San Bernardino,2020-09-13,183,34,3795,65,4,139,217
San Diego,2020-09-13,225,61,6624,79,11,327,286
Monterey,2020-09-13,28,0,729,8,0,36,28
Santa Barbara,2020-09-13,32,1,666,8,0,60,33
Shasta,2020-09-13,2,1,561,0,0,7,3
Calaveras,2020-09-13,2,0,33,2,0,4,2
Placer,2020-09-13,33,16,742,9,2,33,49
Modoc,2020-09-13,0,0,41,0,0,0,0
Yolo,2020-09-13,4,0,96,3,0,5,4
Glenn,2020-09-13,0,0,47,0,0,0,0
Alameda,2020-09-13,115,47,2418,33,9,118,162
Sacramento,2020-09-13,129,38,2466,47,7,91,167
Solano,2020-09-13,31,7,587,8,0,8,38
Santa Cruz,2020-09-13,17,0,276,2,0,9,17
Trinity,2020-09-13,0,0,25,0,0,0,0
El Dorado,2020-09-13,2,0,189,2,0,8,2
Nevada,2020-09-13,4,0,98,0,0,4,4
San Mateo,2020-09-13,43,12,695,11,5,39,55
Los Angeles,2020-09-13,772,330,19838,258,40,1010,1102
Tulare,2020-09-13,42,5,664,7,0,25,47
Del Norte,2020-09-13,0,2,53,0,0,5,2
Mendocino,2020-09-14,5,0,150,1,0,5,5
Sacramento,2020-09-14,116,39,2456,46,7,102,155
Glenn,2020-09-14,0,0,47,0,0,0,0
Napa,2020-09-14,7,2,351,4,0,18,9
Kings,2020-09-14,26,0,193,3,0,9,26
Alameda,2020-09-14,118,37,2385,33,8,117,155
Orange,2020-09-14,201,51,5480,67,10,268,252
Ventura,2020-09-14,47,17,1215,19,5,49,64
Solano,2020-09-14,36,5,563,8,0,10,41
Mono,2020-09-14,0,0,17,0,0,2,0
Amador,2020-09-14,0,0,51,0,0,6,0
Humboldt,2020-09-14,1,3,275,1,0,4,4
Tuolumne,2020-09-14,1,0,84,0,0,2,1
Calaveras,2020-09-14,2,0,33,2,0,3,2
Tehama,2020-09-14,2,0,59,1,0,4,2
San Mateo,2020-09-14,38,12,676,10,5,34,50
Del Norte,2020-09-14,0,1,53,0,0,4,1
Yuba,2020-09-14,18,1,265,5,0,14,19
Inyo,2020-09-14,1,0,29,0,0,4,1
Lake,2020-09-14,0,1,65,0,0,4,1
Imperial,2020-09-14,20,1,259,6,0,6,21
Nevada,2020-09-14,4,1,100,0,0,6,5
San Luis Obispo,2020-09-14,9,0,451,4,0,23,9
Sonoma,2020-09-14,34,4,517,8,0,8,38
San Diego,2020-09-14,225,48,6604,76,16,322,273
Plumas,2020-09-14,0,0,35,0,0,0,0
Colusa,2020-09-14,0,3,48,0,0,0,3
San Benito,2020-09-14,1,0,25,0,0,3,1
Monterey,2020-09-14,28,0,729,9,0,40,28
Contra Costa,2020-09-14,67,25,1533,26,2,54,92
Santa Barbara,2020-09-14,30,2,666,8,1,62,32
Los Angeles,2020-09-14,804,343,19858,244,56,1023,1147
Mariposa,2020-09-14,0,0,19,0,0,0,0
Fresno,2020-09-14,118,28,1502,33,2,30,146
Siskiyou,2020-09-14,0,0,56,0,0,8,0
Modoc,2020-09-14,0,0,41,0,0,0,0
Santa Cruz,2020-09-14,18,0,276,2,0,9,18
Riverside,2020-09-14,155,49,3342,49,12,95,204
San Francisco,2020-09-14,78,12,1817,21,5,86,90
Santa Clara,2020-09-14,108,15,3052,38,2,110,123
Stanislaus,2020-09-14,113,30,1316,34,4,22,143
Placer,2020-09-14,31,20,738,9,2,31,51
Yolo,2020-09-14,4,0,96,3,0,4,4
El Dorado,2020-09-14,1,0,189,1,0,12,1
Sutter,2020-09-14,0,0,0,0,0,0,0
Shasta,2020-09-14,2,0,561,0,0,5,2
Lassen,2020-09-14,0,0,25,0,0,0,0
Tulare,2020-09-14,39,7,678,6,0,22,46
Kern,2020-09-14,76,5,1297,20,0,55,81
San Joaquin,2020-09-14,61,21,997,25,2,48,82
Merced,2020-09-14,11,1,253,5,0,3,12
San Bernardino,2020-09-14,186,53,3828,63,2,148,239
Butte,2020-09-14,14,0,451,3,0,6,14
Trinity,2020-09-14,0,0,25,0,0,0,0
Madera,2020-09-14,21,4,274,6,0,5,25
Marin,2020-09-14,10,7,326,3,1,9,17
Kern,2020-09-15,71,6,1330,17,0,54,77
Orange,2020-09-15,202,56,5636,67,17,229,258
Inyo,2020-09-15,0,0,29,0,0,3,0
Napa,2020-09-15,6,0,351,3,0,19,6
Alameda,2020-09-15,110,44,2395,34,8,118,154
Placer,2020-09-15,30,13,743,9,2,30,43
Amador,2020-09-15,0,0,51,0,0,6,0
El Dorado,2020-09-15,0,0,189,0,0,11,0
Modoc,2020-09-15,0,0,41,0,0,0,0
Lassen,2020-09-15,0,0,25,0,0,0,0
Tuolumne,2020-09-15,1,0,84,0,0,2,1
Nevada,2020-09-15,3,1,111,0,0,4,4
Contra Costa,2020-09-15,60,17,1510,23,1,53,77
Butte,2020-09-15,10,0,451,3,0,8,10
Madera,2020-09-15,21,9,274,4,2,6,30
Mariposa,2020-09-15,0,0,19,0,0,0,0
San Francisco,2020-09-15,68,13,1880,22,3,80,81
Imperial,2020-09-15,21,1,259,6,0,7,22
Colusa,2020-09-15,3,0,48,0,0,0,3
Yuba,2020-09-15,19,0,265,5,0,16,19
Trinity,2020-09-15,0,0,25,0,0,0,0
Marin,2020-09-15,9,2,318,1,0,10,11
Ventura,2020-09-15,52,15,1225,20,3,51,67
Lake,2020-09-15,0,0,65,0,0,2,0
Merced,2020-09-15,11,5,253,6,1,4,16
Santa Cruz,2020-09-15,19,0,276,2,0,7,19
Monterey,2020-09-15,26,3,729,8,0,36,29
Siskiyou,2020-09-15,0,1,56,0,0,9,1
San Bernardino,2020-09-15,180,57,3845,55,6,144,237
Yolo,2020-09-15,3,0,96,1,0,5,3
Humboldt,2020-09-15,1,2,275,1,0,2,3
Stanislaus,2020-09-15,109,29,1313,35,3,20,138
Plumas,2020-09-15,0,0,35,0,0,0,0
Calaveras,2020-09-15,1,1,33,1,1,6,2
Los Angeles,2020-09-15,780,348,20011,238,56,968,1128
San Luis Obispo,2020-09-15,10,3,451,4,0,22,13
Tulare,2020-09-15,40,13,678,5,1,19,53
Santa Clara,2020-09-15,103,15,3058,41,3,101,118
Mendocino,2020-09-15,5,0,150,1,0,6,5
San Mateo,2020-09-15,40,12,684,11,7,21,52
San Diego,2020-09-15,220,55,6621,78,14,303,275
Riverside,2020-09-15,155,62,3402,47,16,102,217
Sonoma,2020-09-15,33,2,556,8,0,7,35
Del Norte,2020-09-15,0,0,51,0,0,2,0
Mono,2020-09-15,0,0,17,0,0,2,0
Tehama,2020-09-15,1,0,59,0,0,4,1
Sutter,2020-09-15,0,0,0,0,0,0,0
Shasta,2020-09-15,2,0,561,0,0,3,2
Santa Barbara,2020-09-15,28,3,666,7,2,63,31
Fresno,2020-09-15,117,20,1524,32,3,25,137
San Benito,2020-09-15,1,0,25,0,0,2,1
Sacramento,2020-09-15,127,34,2502,44,8,88,161
San Joaquin,2020-09-15,62,18,1003,25,0,49,80
Kings,2020-09-15,26,0,193,3,0,9,26
Glenn,2020-09-15,0,0,47,0,0,0,0
Solano,2020-09-15,35,4,572,8,0,7,39
Lassen,2020-09-16,0,0,25,0,0,0,0
Nevada,2020-09-16,3,0,125,0,0,6,3
Sonoma,2020-09-16,32,2,527,8,0,6,34
Del Norte,2020-09-16,0,0,51,0,0,0,0
Sutter,2020-09-16,0,0,0,0,0,0,0
El Dorado,2020-09-16,0,0,189,0,0,10,0
Tehama,2020-09-16,1,0,59,1,0,4,1
San Joaquin,2020-09-16,58,14,1010,22,4,37,72
San Benito,2020-09-16,1,0,25,0,0,3,1
Santa Barbara,2020-09-16,23,2,666,4,1,55,25
Santa Cruz,2020-09-16,18,0,276,2,0,9,18
Butte,2020-09-16,10,1,451,3,0,8,11
Yuba,2020-09-16,20,1,265,6,1,10,21
San Mateo,2020-09-16,39,14,702,14,7,16,53
Merced,2020-09-16,14,1,253,5,0,5,15
Alameda,2020-09-16,101,46,2401,33,4,121,147
Kern,2020-09-16,70,3,1325,17,0,54,73
Monterey,2020-09-16,31,0,729,9,0,34,31
Mariposa,2020-09-16,0,0,19,0,0,0,0
Orange,2020-09-16,198,53,5632,64,13,250,251
San Bernardino,2020-09-16,186,59,3844,58,9,145,245
Ventura,2020-09-16,48,13,1234,16,4,49,61
San Luis Obispo,2020-09-16,11,1,451,5,0,21,12
Sacramento,2020-09-16,108,35,2363,43,8,87,143
Lake,2020-09-16,0,0,65,0,0,1,0
Amador,2020-09-16,0,0,51,0,0,3,0
Imperial,2020-09-16,22,1,259,7,0,6,23
Siskiyou,2020-09-16,1,0,56,0,0,9,1
Trinity,2020-09-16,0,0,25,0,0,0,0
Stanislaus,2020-09-16,99,32,1305,33,3,27,131
Santa Clara,2020-09-16,103,15,3086,42,1,85,118
Fresno,2020-09-16,100,26,1534,31,0,25,126
Inyo,2020-09-16,0,0,29,0,0,4,0
Madera,2020-09-16,18,11,274,2,0,9,29
Calaveras,2020-09-16,1,0,33,1,0,6,1
Colusa,2020-09-16,2,1,48,0,0,0,3
Contra Costa,2020-09-16,53,28,1502,22,4,45,81
Los Angeles,2020-09-16,739,379,20004,232,40,958,1118
Modoc,2020-09-16,0,0,41,0,0,0,0
Mono,2020-09-16,0,0,17,0,0,2,0
Kings,2020-09-16,20,0,193,3,0,8,20
Riverside,2020-09-16,158,60,3408,48,15,92,218
Solano,2020-09-16,32,6,580,8,0,11,38
Tuolumne,2020-09-16,1,0,84,0,0,2,1
Mendocino,2020-09-16,6,1,150,1,0,4,7
Plumas,2020-09-16,0,0,35,0,0,0,0
Humboldt,2020-09-16,1,2,267,0,1,5,3
Marin,2020-09-16,11,5,317,2,0,8,16
Tulare,2020-09-16,43,10,678,6,1,20,53
San Diego,2020-09-16,224,60,6620,79,12,306,284
Glenn,2020-09-16,0,0,47,0,0,0,0
Yolo,2020-09-16,3,0,96,2,0,3,3
Napa,2020-09-16,4,2,351,2,0,24,6
Placer,2020-09-16,29,15,746,9,1,26,44
San Francisco,2020-09-16,64,14,1881,20,8,68,78
Shasta,2020-09-16,2,0,561,0,0,9,2
Napa,2020-09-17,4,3,351,2,0,24,7
Nevada,2020-09-17,2,0,119,0,0,5,2
Colusa,2020-09-17,2,2,48,0,0,0,4
Solano,2020-09-17,29,17,586,6,3,9,46
Plumas,2020-09-17,0,0,35,0,0,0,0
Amador,2020-09-17,0,0,51,0,0,5,0
Del Norte,2020-09-17,0,0,51,0,0,0,0
Santa Cruz,2020-09-17,18,0,276,2,0,10,18
Santa Clara,2020-09-17,114,16,3087,37,1,89,130
Marin,2020-09-17,10,9,320,2,1,9,19
Sonoma,2020-09-17,30,1,577,8,0,10,31
Shasta,2020-09-17,2,0,561,0,0,7,2
Glenn,2020-09-17,0,0,47,0,0,0,0
Tuolumne,2020-09-17,1,0,84,0,0,2,1
Mariposa,2020-09-17,0,0,19,0,0,0,0
Imperial,2020-09-17,20,0,259,8,0,5,20
Lake,2020-09-17,0,2,65,0,0,2,2
Modoc,2020-09-17,0,0,41,0,0,0,0
Kern,2020-09-17,74,2,1304,21,0,57,76
Merced,2020-09-17,11,0,253,5,0,9,11
Stanislaus,2020-09-17,98,21,1313,30,3,19,119
Calaveras,2020-09-17,0,0,33,0,0,6,0
Mendocino,2020-09-17,6,1,150,1,0,4,7
Butte,2020-09-17,9,0,451,3,0,13,9
Santa Barbara,2020-09-17,27,3,666,5,0,56,30
Riverside,2020-09-17,143,67,3379,44,12,82,210
Ventura,2020-09-17,46,20,1243,18,6,47,66
Yuba,2020-09-17,23,1,265,6,1,10,24
Fresno,2020-09-17,98,33,1548,30,1,23,131
Los Angeles,2020-09-17,732,340,20066,228,36,941,1072
Tulare,2020-09-17,38,9,678,6,0,21,47
San Diego,2020-09-17,217,59,6630,77,14,286,276
Tehama,2020-09-17,1,0,59,0,0,5,1
San Joaquin,2020-09-17,60,13,1003,25,2,35,73
Orange,2020-09-17,201,59,5596,64,11,237,260
Sacramento,2020-09-17,109,32,2485,34,10,101,141
San Benito,2020-09-17,2,0,25,0,0,2,2
San Mateo,2020-09-17,39,10,704,13,1,31,49
Alameda,2020-09-17,98,37,2411,31,5,117,135
Monterey,2020-09-17,30,0,702,8,0,33,30
San Francisco,2020-09-17,67,19,1806,23,7,61,86
Trinity,2020-09-17,0,0,25,0,0,0,0
Kings,2020-09-17,23,0,193,4,0,8,23
Yolo,2020-09-17,5,0,96,2,0,2,5
El Dorado,2020-09-17,0,0,189,0,0,10,0
San Bernardino,2020-09-17,172,51,3832,55,8,146,223
Inyo,2020-09-17,0,0,29,0,0,4,0
Mono,2020-09-17,0,0,17,0,0,2,0
Placer,2020-09-17,26,28,746,9,0,32,54
Madera,2020-09-17,19,10,274,2,1,12,29
Humboldt,2020-09-17,1,3,267,0,1,4,4
Sutter,2020-09-17,0,0,0,0,0,0,0
San Luis Obispo,2020-09-17,13,1,451,6,0,25,14
Contra Costa,2020-09-17,55,25,1510,21,5,57,80
Lassen,2020-09-17,0,0,25,0,0,0,0
Siskiyou,2020-09-17,1,0,56,0,0,9,1
Alameda,2020-09-18,99,39,2415,36,5,113,138
Del Norte,2020-09-18,0,0,51,0,0,1,0
Sutter,2020-09-18,0,0,0,0,0,0,0
Nevada,2020-09-18,3,0,132,0,0,3,3
Merced,2020-09-18,9,2,254,5,1,9,11
Madera,2020-09-18,13,12,274,3,2,5,25
Santa Clara,2020-09-18,114,19,3097,39,2,97,133
Shasta,2020-09-18,4,0,561,0,0,8,4
Riverside,2020-09-18,148,51,3404,46,8,102,199
Monterey,2020-09-18,34,1,702,8,1,38,35
Sonoma,2020-09-18,23,4,513,6,0,10,27
Tulare,2020-09-18,38,6,678,6,0,24,44
Tehama,2020-09-18,1,0,59,0,0,4,1
San Bernardino,2020-09-18,169,47,3832,50,10,156,216
Orange,2020-09-18,202,50,5704,65,9,239,252
Mariposa,2020-09-18,0,0,19,0,0,0,0
San Diego,2020-09-18,208,41,6631,71,11,284,249
Tuolumne,2020-09-18,1,0,84,0,0,2,1
Inyo,2020-09-18,0,0,29,0,0,4,0
Kings,2020-09-18,24,0,193,5,0,9,24
Sacramento,2020-09-18,110,41,2465,41,9,92,151
Lassen,2020-09-18,0,0,25,0,0,0,0
Glenn,2020-09-18,0,0,47,0,0,0,0
Santa Cruz,2020-09-18,17,0,276,2,0,10,17
Imperial,2020-09-18,19,0,259,8,0,7,19
Modoc,2020-09-18,0,0,41,0,0,0,0
San Francisco,2020-09-18,64,12,1872,20,4,62,76
San Mateo,2020-09-18,39,9,715,15,1,29,48
Lake,2020-09-18,0,1,66,0,1,3,1
Ventura,2020-09-18,48,13,1256,21,3,51,61
Placer,2020-09-18,26,28,747,8,4,30,54
Calaveras,2020-09-18,0,1,33,0,0,7,1
Kern,2020-09-18,66,4,1320,18,0,57,70
Stanislaus,2020-09-18,95,25,1316,30,1,29,120
San Luis Obispo,2020-09-18,11,1,451,4,0,24,12
Plumas,2020-09-18,0,0,35,0,0,0,0
El Dorado,2020-09-18,0,0,189,0,0,8,0
Los Angeles,2020-09-18,765,363,20006,227,46,941,1128
San Joaquin,2020-09-18,55,9,1002,24,1,37,64
Trinity,2020-09-18,0,0,25,0,0,0,0
Siskiyou,2020-09-18,1,0,56,0,0,9,1
Santa Barbara,2020-09-18,26,2,666,3,1,60,28
Marin,2020-09-18,7,4,317,2,0,9,11
Humboldt,2020-09-18,2,2,272,0,1,1,4
Solano,2020-09-18,27,10,593,7,0,7,37
Yolo,2020-09-18,4,0,96,2,0,4,4
Yuba,2020-09-18,21,1,265,6,0,8,22
Fresno,2020-09-18,96,18,1538,31,1,21,114
Mono,2020-09-18,0,0,17,0,0,2,0
Colusa,2020-09-18,2,1,48,0,0,0,3
Mendocino,2020-09-18,5,0,150,2,0,5,5
San Benito,2020-09-18,3,0,25,0,0,1,3
Napa,2020-09-18,5,0,359,3,0,22,5
Amador,2020-09-18,0,0,51,0,0,4,0
Contra Costa,2020-09-18,45,29,1499,20,8,56,74
Butte,2020-09-18,14,1,451,5,1,10,15
Kern,2020-09-19,72,4,1308,21,0,69,76
Amador,2020-09-19,0,0,51,0,0,4,0
Orange,2020-09-19,185,52,5674,65,7,246,237
Marin,2020-09-19,7,5,317,2,0,9,12
Shasta,2020-09-19,3,0,561,0,0,11,3
Tuolumne,2020-09-19,1,0,84,0,0,2,1
Sacramento,2020-09-19,114,34,2471,43,6,95,148
Glenn,2020-09-19,0,0,47,0,0,0,0
