date,confirmed_patients,suspected_patients,all_hospital_beds,icu_covid_confirmed,icu_covid_suspected,icu_available_beds,total_covid_patients
2020-06-08,0,0,45,0,0,0,0
2020-06-08,2,0,390,2,0,16,2
2020-06-08,70,37,2132,15,2,97,107
2020-06-08,1,6,352,0,0,3,7
2020-06-08,44,17,3375,19,3,229,61
2020-06-08,1,0,667,0,0,9,1
2020-06-08,24,1,199,8,1,2,25
2020-06-08,0,0,51,0,0,3,0
2020-06-08,0,0,25,0,0,2,0
2020-06-08,85,2,237,18,1,6,87
2020-06-08,0,1,88,0,1,5,1
2020-06-08,1,1,397,0,0,17,2
2020-06-08,26,13,1369,10,2,78,39
2020-06-08,0,0,40,0,0,2,0
2020-06-08,197,54,4821,74,12,156,251
2020-06-08,1458,595,23736,426,95,1301,2053
2020-06-08,1,0,42,0,0,4,1
2020-06-08,13,15,707,3,2,47,28
2020-06-08,43,27,1366,18,5,18,70
2020-06-08,3,0,480,2,0,26,3
2020-06-08,0,2,120,0,1,4,2
2020-06-08,0,0,50,0,0,10,0
2020-06-08,0,0,41,0,0,0,0
2020-06-08,87,26,1756,29,5,81,113
2020-06-08,1,6,397,1,1,3,7
2020-06-08,37,24,2425,13,10,103,61
2020-06-08,220,108,3987,71,18,128,328
2020-06-08,327,64,6976,149,11,410,391
2020-06-08,0,0,51,0,0,1,0
2020-06-08,291,80,6122,143,23,332,371
2020-06-08,0,0,65,0,0,6,0
2020-06-08,0,0,110,0,0,4,0
2020-06-08,34,2,743,8,0,10,36
2020-06-08,0,1,186,0,1,8,1
2020-06-08,92,60,2968,31,12,144,152
2020-06-08,0,0,151,0,0,5,0
2020-06-08,5,0,445,2,0,17,5
2020-06-08,34,5,1101,5,0,54,39
2020-06-08,11,11,753,3,2,48,22
2020-06-08,1,0,180,1,0,2,1
2020-06-08,42,27,1327,12,10,47,69
2020-06-08,32,11,2647,13,2,106,43
2020-06-09,33,19,2413,13,7,87,52
2020-06-09,0,0,106,0,0,5,0
2020-06-09,0,0,51,0,0,0,0
2020-06-09,205,71,4821,76,18,136,276
2020-06-09,68,36,2132,15,1,92,104
2020-06-09,4,0,445,2,0,14,4
2020-06-09,30,0,199,8,0,0,30
2020-06-09,4,0,242,2,0,4,4
2020-06-09,299,74,6182,141,12,330,373
2020-06-09,36,8,743,6,1,12,44
2020-06-09,1,8,352,0,1,4,9
2020-06-09,1416,695,23627,410,97,1258,2111
2020-06-09,83,22,1742,30,4,75,105
2020-06-09,0,0,30,0,0,0,0
2020-06-09,45,31,1366,18,7,17,76
2020-06-09,1,0,667,0,0,9,1
2020-06-09,1,3,397,0,0,11,4
2020-06-09,5,70,871,3,4,49,75
2020-06-09,0,0,45,0,0,0,0
2020-06-09,315,69,6976,146,19,390,384
2020-06-09,21,40,1628,10,4,106,61
2020-06-09,42,45,1350,10,11,41,87
2020-06-09,1,0,42,0,0,4,1
2020-06-09,0,0,25,0,0,2,0
2020-06-09,1,0,47,0,0,0,1
2020-06-09,31,13,1101,6,3,47,44
2020-06-09,0,3,235,0,0,13,3
2020-06-09,0,6,397,0,0,1,6
2020-06-09,0,0,51,0,0,1,0
2020-06-09,0,0,50,0,0,9,0
2020-06-09,227,106,3987,73,18,134,333
2020-06-09,37,12,2647,13,0,100,49
2020-06-09,94,52,2968,32,9,137,146
2020-06-09,0,0,41,0,0,0,0
2020-06-09,6,0,448,2,1,16,6
2020-06-09,25,7,717,7,2,64,32
2020-06-09,0,2,54,0,0,0,2
2020-06-09,0,0,40,0,0,2,0
2020-06-09,29,13,1369,13,4,78,42
2020-06-09,0,0,14,0,0,0,0
2020-06-09,0,1,186,1,1,2,1
2020-06-09,6,5,528,1,0,20,11
2020-06-09,0,3,125,0,2,7,3
2020-06-09,0,1,65,0,1,5,1
2020-06-09,1,0,180,1,0,1,1
2020-06-09,41,18,3375,18,3,213,59
2020-06-09,10,12,753,2,2,49,22
2020-06-09,0,0,88,0,0,6,0
2020-06-09,13,0,811,3,0,92,13
2020-06-09,0,0,151,0,0,3,0
2020-06-09,0,0,25,0,0,0,0
2020-06-09,0,1,110,0,1,1,1
2020-06-09,83,2,212,18,0,2,85
2020-06-09,3,2,453,2,0,24,5
2020-06-09,17,25,707,5,2,44,42
2020-06-09,6,4,390,3,1,11,10
2020-06-10,3,2,456,2,0,23,5
2020-06-10,30,1,199,9,1,2,31
2020-06-10,0,0,45,0,0,0,0
2020-06-10,312,72,6976,143,10,392,384
2020-06-10,1,14,352,0,1,5,15
2020-06-10,36,26,2471,13,5,97,62
2020-06-10,0,0,40,0,0,2,0
2020-06-10,3,3,397,0,0,10,6
2020-06-10,26,15,1369,11,4,83,41
2020-06-10,88,46,2968,32,11,147,134
2020-06-10,16,0,811,3,0,87,16
2020-06-10,0,0,30,0,0,0,0
2020-06-10,5,1,445,2,0,10,6
2020-06-10,0,1,235,0,0,9,1
2020-06-10,0,0,25,0,0,1,0
2020-06-10,7,23,448,3,6,17,30
2020-06-10,286,76,6186,135,16,330,362
2020-06-10,26,5,717,6,0,68,31
2020-06-10,3,4,242,3,0,5,7
2020-06-10,0,2,110,0,0,1,2
2020-06-10,0,0,25,0,0,0,0
2020-06-10,6,5,528,3,0,14,11
2020-06-10,44,56,1347,10,7,56,100
2020-06-10,0,0,106,0,0,7,0
2020-06-10,1389,564,23634,403,109,1258,1953
2020-06-10,171,76,4821,75,17,132,247
2020-06-10,232,101,3987,71,15,127,333
2020-06-10,38,5,780,5,3,10,43
2020-06-10,0,0,41,0,0,0,0
2020-06-10,40,22,3375,16,5,220,62
2020-06-10,0,2,130,0,2,4,2
2020-06-10,0,1,151,0,1,3,1
2020-06-10,0,1,54,0,0,0,1
2020-06-10,0,0,88,0,0,6,0
2020-06-10,1,0,47,0,0,0,1
2020-06-10,0,0,186,0,0,3,0
2020-06-10,18,15,707,4,1,46,33
2020-06-10,45,38,1366,17,4,17,83
2020-06-10,8,3,390,3,0,10,11
2020-06-10,11,12,753,2,2,45,23
2020-06-10,0,0,51,0,0,3,0
2020-06-10,29,11,1049,7,2,50,40
2020-06-10,39,11,2647,14,0,95,50
2020-06-10,89,23,1742,32,10,77,112
2020-06-10,0,0,50,0,0,9,0
2020-06-10,20,23,1628,10,6,111,43
2020-06-10,0,0,65,0,0,4,0
2020-06-10,67,35,2144,19,4,84,102
2020-06-10,1,0,180,1,0,3,1
2020-06-10,79,0,212,16,0,2,79
2020-06-10,0,0,51,0,0,1,0
2020-06-10,0,0,14,0,0,0,0
2020-06-10,1,0,667,0,5,4,1
2020-06-10,1,5,397,0,1,0,6
2020-06-10,1,0,42,0,0,4,1
2020-06-10,5,57,871,3,4,47,62
2020-06-11,7,4,528,3,1,5,11
2020-06-11,17,0,811,5,0,85,17
2020-06-11,0,0,110,0,0,2,0
2020-06-11,8,2,390,3,0,13,10
2020-06-11,90,19,1742,29,2,83,109
2020-06-11,38,13,2647,14,1,86,51
2020-06-11,0,0,30,0,0,0,0
2020-06-11,2,3,481,2,1,24,5
2020-06-11,39,18,3375,18,2,215,57
2020-06-11,4,2,397,0,0,11,6
2020-06-11,0,0,25,0,0,1,0
2020-06-11,19,12,707,6,2,43,31
2020-06-11,4,1,242,3,0,3,5
2020-06-11,0,0,51,0,0,2,0
2020-06-11,0,0,88,0,0,6,0
2020-06-11,238,68,4018,71,12,131,306
2020-06-11,30,7,717,8,0,64,37
2020-06-11,0,2,127,0,2,4,2
2020-06-11,0,0,14,0,0,0,0
2020-06-11,0,0,54,0,0,0,0
2020-06-11,194,77,4821,73,16,133,271
2020-06-11,0,0,106,0,0,7,0
2020-06-11,0,0,45,0,0,0,0
2020-06-11,1,0,42,0,0,2,1
2020-06-11,0,1,40,0,0,2,1
2020-06-11,1,0,47,0,0,0,1
2020-06-11,0,0,151,0,0,0,0
2020-06-11,5,37,448,3,7,15,42
2020-06-11,86,1,237,18,0,0,87
2020-06-11,22,29,1628,11,4,112,51
2020-06-11,35,6,780,7,0,11,41
2020-06-11,5,1,445,2,0,6,6
2020-06-11,0,0,65,0,0,4,0
2020-06-11,2,0,667,0,0,8,2
2020-06-11,26,7,1089,7,0,50,33
2020-06-11,29,2,199,8,0,5,31
2020-06-11,86,38,2968,32,7,145,124
2020-06-11,0,3,397,0,0,3,3
2020-06-11,0,0,180,0,0,3,0
2020-06-11,4,23,871,3,1,49,27
2020-06-11,1397,576,23666,415,97,1220,1973
2020-06-11,43,47,1360,11,10,46,90
2020-06-11,42,25,1366,15,2,17,67
2020-06-11,325,67,6976,156,16,368,392
2020-06-11,0,1,186,0,0,2,1
2020-06-11,0,1,51,0,0,3,1
2020-06-11,39,23,2501,13,5,105,62
2020-06-11,10,8,753,2,2,48,18
2020-06-11,0,0,25,0,0,0,0
2020-06-11,0,0,41,0,0,0,0
2020-06-11,1,8,352,0,0,2,9
2020-06-11,277,75,6187,133,16,325,352
2020-06-11,0,0,50,0,0,8,0
2020-06-11,29,18,1369,13,1,82,47
2020-06-11,67,32,2142,17,1,79,99
2020-06-11,0,1,235,0,1,10,1
2020-06-12,5,0,448,3,0,20,5
2020-06-12,0,0,88,0,0,6,0
2020-06-12,18,9,707,6,2,46,27
2020-06-12,81,1,237,16,0,2,82
2020-06-12,0,0,50,0,0,10,0
2020-06-12,4,38,871,3,3,42,42
2020-06-12,8,3,390,3,1,12,11
2020-06-12,0,0,40,0,0,2,0
2020-06-12,1,13,352,0,2,0,14
2020-06-12,69,33,2140,19,1,87,102
2020-06-12,12,13,780,8,0,25,25
2020-06-12,0,0,41,0,0,0,0
2020-06-12,0,0,136,0,0,6,0
2020-06-12,5,1,242,3,0,3,6
2020-06-12,0,0,30,0,0,0,0
2020-06-12,0,0,151,0,0,2,0
2020-06-12,0,1,65,0,1,5,1
2020-06-12,49,19,1366,16,1,16,68
2020-06-12,41,11,2647,15,1,91,52
2020-06-12,96,15,1742,36,1,72,111
2020-06-12,0,0,186,0,0,4,0
2020-06-12,46,63,1361,12,11,42,109
2020-06-12,0,8,397,0,1,1,8
2020-06-12,5,4,528,2,0,14,9
2020-06-12,0,2,110,0,2,0,2
2020-06-12,34,34,1369,13,3,84,68
2020-06-12,15,0,811,2,0,87,15
2020-06-12,7,8,753,1,1,46,15
2020-06-12,22,20,1628,10,3,111,42
2020-06-12,0,0,25,0,0,0,0
2020-06-12,0,0,45,0,0,0,0
2020-06-12,0,0,51,0,0,4,0
2020-06-12,0,0,180,0,0,5,0
2020-06-12,275,41,6210,131,13,328,316
2020-06-12,30,4,717,9,0,58,34
2020-06-12,0,0,54,0,0,0,0
2020-06-12,84,42,2968,35,6,120,126
2020-06-12,0,3,235,0,3,14,3
2020-06-12,2,3,471,2,0,24,5
2020-06-12,0,0,51,0,0,0,0
2020-06-12,0,1,106,0,1,6,1
2020-06-12,6,0,445,2,0,9,6
2020-06-12,0,0,14,0,0,0,0
2020-06-12,22,10,1089,7,1,51,32
2020-06-12,236,83,4018,74,14,139,319
2020-06-12,34,0,199,10,0,5,34
2020-06-12,0,0,25,0,0,1,0
2020-06-12,1,0,42,0,0,3,1
2020-06-12,43,17,3375,17,3,223,60
2020-06-12,35,32,2474,13,8,91,67
2020-06-12,1,0,47,0,0,0,1
2020-06-12,205,78,4821,77,16,138,283
2020-06-12,1383,487,23655,414,78,1228,1870
2020-06-12,4,6,397,0,0,15,10
2020-06-12,311,117,6976,150,27,384,428
2020-06-12,1,0,667,0,0,7,1
2020-06-13,18,9,1089,8,0,55,27
2020-06-13,0,0,186,1,1,2,0
2020-06-13,50,21,1366,17,3,10,71
2020-06-13,28,23,2444,11,5,84,51
2020-06-13,33,1,199,10,0,6,34
2020-06-13,36,6,717,7,3,58,42
2020-06-13,1,0,42,0,0,2,1
2020-06-13,0,3,235,0,3,11,3
2020-06-13,0,0,25,0,0,0,0
2020-06-13,64,34,2140,21,3,83,98
2020-06-13,10,2,390,3,0,12,12
2020-06-13,0,0,128,0,0,4,0
2020-06-13,4,5,397,0,0,10,9
2020-06-13,44,50,1354,13,8,51,94
2020-06-13,17,5,707,6,1,49,22
2020-06-13,5,6,871,2,0,47,11
2020-06-13,0,0,25,0,0,0,0
2020-06-13,41,9,2647,14,0,94,50
2020-06-13,0,0,50,0,0,12,0
2020-06-13,0,0,41,0,0,0,0
2020-06-13,235,101,3992,68,17,137,336
2020-06-13,0,0,51,0,0,2,0
2020-06-13,6,0,445,2,0,14,6
2020-06-13,2,6,449,2,1,23,8
2020-06-13,1285,483,23688,399,84,1262,1768
2020-06-13,3,1,242,2,0,5,4
2020-06-13,41,21,1369,19,1,86,62
2020-06-13,9,27,780,7,1,6,36
2020-06-13,0,0,45,0,0,0,0
2020-06-13,0,0,40,0,0,2,0
2020-06-13,1,13,352,0,2,0,14
2020-06-13,0,0,14,0,0,0,0
2020-06-13,336,70,6976,150,14,402,406
2020-06-13,284,58,6195,118,18,324,342
2020-06-13,78,8,237,18,0,0,86
2020-06-13,87,27,2968,33,3,150,114
2020-06-13,1,0,667,0,0,6,1
2020-06-13,3,0,448,3,1,20,3
2020-06-13,0,0,51,0,0,3,0
2020-06-13,0,0,30,0,0,0,0
2020-06-13,0,0,88,0,0,6,0
2020-06-13,23,24,1628,8,6,108,47
2020-06-13,0,1,110,0,1,0,1
2020-06-13,0,1,65,0,1,3,1
2020-06-13,35,14,3423,12,3,211,49
2020-06-13,1,0,47,0,0,0,1
2020-06-13,0,1,54,0,0,0,1
2020-06-13,15,3,811,2,0,91,18
2020-06-13,7,6,753,2,2,50,13
2020-06-13,79,28,1742,33,4,78,107
2020-06-13,0,0,106,0,0,6,0
2020-06-13,0,0,180,0,0,5,0
2020-06-13,204,81,4821,83,18,129,285
2020-06-13,0,0,151,0,0,0,0
2020-06-13,6,2,528,2,0,8,8
2020-06-13,0,5,397,0,0,3,5
2020-06-14,9,2,390,3,0,12,11
2020-06-14,0,0,45,0,0,0,0
2020-06-14,0,1,128,0,1,4,1
2020-06-14,49,25,1366,16,2,10,74
2020-06-14,0,0,50,0,0,10,0
2020-06-14,0,0,186,1,1,2,0
2020-06-14,3,0,448,3,0,19,3
2020-06-14,30,21,2441,12,5,90,51
2020-06-14,88,36,2968,33,9,149,124
2020-06-14,2,10,449,2,4,20,12
2020-06-14,79,11,237,20,0,0,90
2020-06-14,0,0,54,0,0,0,0
2020-06-14,40,9,2647,13,2,96,49
2020-06-14,1,0,47,0,0,0,1
2020-06-14,0,0,40,0,0,2,0
2020-06-14,11,4,811,1,0,95,15
2020-06-14,0,0,180,0,0,4,0
2020-06-14,0,0,667,0,0,7,0
2020-06-14,0,1,65,0,1,3,1
2020-06-14,7,0,445,3,0,13,7
2020-06-14,1288,509,23703,397,80,1283,1797
2020-06-14,18,11,1089,9,1,51,29
2020-06-14,0,0,25,0,0,0,0
2020-06-14,81,22,1742,32,3,76,103
2020-06-14,0,0,51,0,0,0,0
2020-06-14,2,1,397,0,1,2,3
2020-06-14,58,35,2135,21,3,79,93
2020-06-14,0,0,41,0,0,0,0
2020-06-14,0,0,14,0,0,0,0
2020-06-14,228,92,3992,70,19,120,320
2020-06-14,0,0,106,0,0,6,0
2020-06-14,282,84,6145,111,21,323,366
2020-06-14,7,6,753,2,2,49,13
2020-06-14,0,1,110,0,1,0,1
2020-06-14,38,2,199,9,0,3,40
2020-06-14,0,0,42,0,0,3,0
2020-06-14,0,0,88,0,0,6,0
2020-06-14,42,47,1354,12,7,55,89
2020-06-14,3,1,242,2,0,5,4
2020-06-14,37,4,717,8,2,59,41
2020-06-14,3,6,397,0,0,12,9
2020-06-14,14,7,707,6,1,49,21
2020-06-14,38,16,3423,12,3,204,54
2020-06-14,206,89,4821,77,18,140,295
2020-06-14,0,0,51,0,0,1,0
2020-06-14,0,4,235,0,4,10,4
2020-06-14,44,12,1369,16,1,87,56
2020-06-14,0,0,25,0,0,0,0
2020-06-14,5,0,528,2,0,8,5
2020-06-14,5,29,871,2,0,52,34
2020-06-14,0,0,151,0,0,0,0
2020-06-14,0,0,30,0,0,0,0
2020-06-14,38,2,780,6,1,23,40
2020-06-14,26,16,1628,9,3,121,42
2020-06-14,0,4,352,0,0,3,4
2020-06-14,321,100,6976,143,21,414,421
2020-06-15,221,74,4821,77,18,149,295
2020-06-15,6,0,445,2,0,16,6
2020-06-15,1,0,51,0,0,0,1
2020-06-15,0,0,14,0,0,0,0
2020-06-15,1,0,47,0,0,0,1
2020-06-15,6,30,871,3,0,46,36
2020-06-15,3,0,242,2,0,5,3
2020-06-15,38,16,3423,12,3,239,54
2020-06-15,38,1,199,10,0,2,39
2020-06-15,37,8,2647,10,0,94,45
2020-06-15,0,0,151,0,0,2,0
2020-06-15,5,2,528,2,0,7,7
2020-06-15,0,0,667,0,0,9,0
2020-06-15,16,7,707,6,1,44,23
2020-06-15,27,6,1628,7,2,115,33
2020-06-15,0,0,54,0,0,0,0
2020-06-15,61,25,2111,22,2,86,86
2020-06-15,46,3,780,8,1,12,49
2020-06-15,2,3,397,0,0,8,5
2020-06-15,0,0,30,0,0,0,0
2020-06-15,0,0,65,0,0,0,0
2020-06-15,3,1,447,2,0,26,4
2020-06-15,3,2,448,3,1,14,5
2020-06-15,90,17,1742,38,3,78,107
2020-06-15,0,0,88,0,0,6,0
2020-06-15,5,1,397,1,1,5,6
2020-06-15,0,0,40,0,0,2,0
2020-06-15,0,0,51,0,0,0,0
2020-06-15,0,2,235,0,2,6,2
2020-06-15,0,0,106,0,0,7,0
2020-06-15,0,0,25,0,0,0,0
2020-06-15,0,0,50,0,0,9,0
2020-06-15,42,7,717,9,0,63,49
2020-06-15,0,0,42,0,0,2,0
2020-06-15,1420,536,23659,404,88,1333,1956
2020-06-15,98,31,2968,37,9,148,129
2020-06-15,346,79,6976,138,21,417,425
2020-06-15,237,98,4071,65,16,136,335
2020-06-15,6,3,390,1,0,15,9
2020-06-15,44,39,1350,13,7,55,83
2020-06-15,0,0,186,0,0,3,0
2020-06-15,79,3,237,19,0,2,82
2020-06-15,46,13,1376,18,2,16,59
2020-06-15,0,0,25,0,0,0,0
2020-06-15,0,2,131,0,2,5,2
2020-06-15,43,18,1364,15,1,88,61
2020-06-15,17,5,1089,6,1,50,22
2020-06-15,0,0,45,0,0,0,0
2020-06-15,7,6,753,3,2,48,13
2020-06-15,14,2,811,1,0,93,16
2020-06-15,0,0,41,0,0,0,0
2020-06-15,0,1,180,0,1,5,1
2020-06-15,0,0,110,0,0,0,0
2020-06-15,0,5,352,0,1,2,5
2020-06-15,33,15,2428,15,5,104,48
2020-06-15,294,66,6129,120,13,356,360
2020-06-16,0,0,41,0,0,0,0
2020-06-16,0,1,134,0,0,7,1
2020-06-16,67,36,2129,21,3,86,103
2020-06-16,5,3,528,3,0,11,8
2020-06-16,47,0,199,10,0,2,47
2020-06-16,5,8,471,2,5,27,13
2020-06-16,0,0,30,0,0,0,0
2020-06-16,0,0,25,0,0,0,0
2020-06-16,0,0,151,0,0,0,0
2020-06-16,13,4,824,2,0,93,17
2020-06-16,0,0,25,0,0,0,0
2020-06-16,83,2,237,21,0,0,85
2020-06-16,32,16,3423,12,3,228,48
2020-06-16,96,14,1742,39,2,80,110
2020-06-16,0,0,51,0,0,2,0
2020-06-16,0,1,235,0,1,7,1
2020-06-16,17,11,1089,6,1,54,28
2020-06-16,47,45,1347,13,9,58,92
2020-06-16,47,14,1376,18,2,20,61
2020-06-16,0,0,667,0,0,9,0
2020-06-16,5,13,871,3,0,51,18
2020-06-16,0,0,50,0,0,9,0
2020-06-16,36,21,2457,13,8,87,57
2020-06-16,26,14,1628,9,4,108,40
2020-06-16,17,8,707,5,2,45,25
2020-06-16,1429,518,23667,412,87,1175,1947
2020-06-16,34,8,2647,8,0,91,42
2020-06-16,0,0,180,0,0,4,0
2020-06-16,42,8,717,13,1,57,50
2020-06-16,49,4,780,11,0,24,53
2020-06-16,6,3,390,1,0,14,9
2020-06-16,1,0,51,0,0,3,1
2020-06-16,0,0,45,0,0,0,0
2020-06-16,8,10,753,3,2,51,18
2020-06-16,229,64,4821,77,13,156,293
2020-06-16,1,0,47,0,0,0,1
2020-06-16,364,65,6976,151,18,455,429
2020-06-16,289,54,6168,130,12,320,343
2020-06-16,1,0,186,0,0,6,1
2020-06-16,6,2,242,3,0,5,8
2020-06-16,0,2,110,0,1,0,2
2020-06-16,3,1,397,0,0,7,4
2020-06-16,257,84,4071,65,18,136,341
2020-06-16,0,0,106,0,0,4,0
2020-06-16,95,38,2968,36,12,142,133
2020-06-16,6,0,445,2,0,17,6
2020-06-16,0,0,14,0,0,0,0
2020-06-16,0,1,88,0,0,6,1
2020-06-16,50,14,1369,16,3,89,64
2020-06-16,0,0,42,0,0,2,0
2020-06-16,3,0,448,3,0,10,3
2020-06-16,4,6,397,1,0,6,10
2020-06-16,0,0,54,0,0,0,0
2020-06-16,0,0,40,0,0,2,0
2020-06-16,1,7,352,0,1,0,8
2020-06-16,0,1,65,0,1,4,1
2020-06-17,351,74,6976,149,16,407,425
2020-06-17,4,3,528,4,1,7,7
2020-06-17,1446,512,23646,414,61,1151,1958
2020-06-17,1,0,51,0,0,1,1
2020-06-17,7,1,390,2,1,9,8
2020-06-17,34,18,2395,14,5,77,52
2020-06-17,0,0,45,0,0,0,0
2020-06-17,99,24,1412,45,0,31,123
2020-06-17,6,13,871,3,2,47,19
2020-06-17,46,3,780,10,1,23,49
2020-06-17,3,0,448,3,0,4,3
2020-06-17,0,0,180,0,0,4,0
2020-06-17,73,30,2138,16,1,81,103
2020-06-17,38,10,717,12,3,35,48
2020-06-17,0,0,151,0,0,0,0
2020-06-17,3,4,397,0,3,9,7
2020-06-17,37,64,1368,14,9,45,101
2020-06-17,6,4,242,3,0,3,10
2020-06-17,0,0,50,0,0,9,0
2020-06-17,5,0,445,1,0,18,5
2020-06-17,35,9,2647,8,3,86,44
2020-06-17,0,0,42,0,0,3,0
2020-06-17,2,0,186,0,0,6,2
2020-06-17,4,3,365,2,1,73,7
2020-06-17,3,6,397,0,0,6,9
2020-06-17,1,0,47,0,0,0,1
2020-06-17,0,0,106,0,0,6,0
2020-06-17,0,1,110,0,0,0,1
2020-06-17,49,25,1369,14,3,84,74
2020-06-17,0,2,88,0,0,11,2
2020-06-17,37,18,3438,15,0,204,55
2020-06-17,233,64,4821,76,12,146,297
2020-06-17,0,0,14,0,0,0,0
2020-06-17,13,6,707,4,0,52,19
2020-06-17,0,0,51,0,0,2,0
2020-06-17,0,0,25,0,0,0,0
2020-06-17,0,0,30,0,0,0,0
2020-06-17,285,94,4071,75,19,91,379
2020-06-17,0,0,88,0,0,6,0
2020-06-17,0,3,352,0,1,0,3
2020-06-17,23,9,1628,10,3,96,32
2020-06-17,0,0,41,0,0,0,0
2020-06-17,0,0,25,0,0,0,0
2020-06-17,86,3,237,20,0,0,89
2020-06-17,283,60,6235,130,17,324,343
2020-06-17,15,2,824,2,1,85,17
2020-06-17,50,11,1376,18,1,23,61
2020-06-17,1,3,65,1,0,2,4
2020-06-17,0,2,54,0,0,0,2
2020-06-17,6,10,753,2,1,51,16
2020-06-17,0,0,667,0,0,12,0
2020-06-17,48,1,199,10,0,4,49
2020-06-17,0,0,40,0,0,2,0
2020-06-17,2,0,145,0,0,9,2
2020-06-17,90,47,2968,36,13,135,137
2020-06-17,14,6,1089,6,1,50,20
2020-06-18,10,6,528,5,1,11,16
2020-06-18,288,63,6190,136,15,313,351
2020-06-18,6,2,450,3,0,19,8
2020-06-18,0,0,30,0,0,0,0
2020-06-18,25,18,1628,10,4,146,43
2020-06-18,18,11,707,5,0,53,29
2020-06-18,5,1,390,2,0,9,6
2020-06-18,89,14,1742,41,0,87,103
2020-06-18,0,0,42,0,0,2,0
2020-06-18,2,1,123,0,0,9,3
2020-06-18,1406,494,23644,403,88,1195,1900
2020-06-18,0,0,41,0,0,0,0
2020-06-18,0,2,54,0,0,0,2
2020-06-18,48,2,199,10,0,1,50
2020-06-18,72,1,237,16,0,6,73
2020-06-18,12,7,753,3,2,60,19
2020-06-18,1,0,667,0,0,8,1
2020-06-18,12,5,242,3,0,6,17
2020-06-18,1,0,47,0,0,0,1
2020-06-18,0,0,106,0,0,4,0
2020-06-18,47,4,780,8,0,11,51
2020-06-18,4,3,397,0,0,5,7
2020-06-18,0,1,50,0,0,8,1
2020-06-18,1,0,65,1,0,4,1
2020-06-18,4,0,445,1,0,8,4
2020-06-18,0,0,151,0,0,0,0
2020-06-18,72,26,2131,13,0,70,98
2020-06-18,15,9,1089,6,2,59,24
2020-06-18,0,0,25,0,0,1,0
2020-06-18,0,3,352,0,1,4,3
2020-06-18,292,129,4017,76,21,97,421
2020-06-18,2,2,397,1,0,10,4
2020-06-18,56,20,1376,22,5,23,76
2020-06-18,38,11,3438,17,2,205,49
2020-06-18,20,1,824,5,0,89,21
2020-06-18,5,11,871,3,1,64,16
2020-06-18,0,0,51,0,0,2,0
2020-06-18,253,60,4821,87,8,156,313
2020-06-18,0,0,88,0,0,6,0
2020-06-18,40,37,1372,13,10,39,77
2020-06-18,33,12,2647,8,2,155,45
2020-06-18,4,0,448,2,0,6,4
2020-06-18,0,0,45,0,0,0,0
2020-06-18,34,13,2462,13,1,180,47
2020-06-18,56,37,1369,21,3,88,93
2020-06-18,335,87,6976,141,15,412,422
2020-06-18,42,6,717,14,1,33,48
2020-06-18,77,53,2968,38,16,195,130
2020-06-18,0,0,14,0,0,0,0
2020-06-18,0,0,40,0,0,2,0
2020-06-18,0,0,25,0,0,0,0
2020-06-18,0,2,110,0,0,1,2
2020-06-18,0,0,180,0,0,4,0
2020-06-18,1,1,51,1,0,1,2
2020-06-18,2,1,186,0,0,4,3
2020-06-18,0,3,227,0,3,8,3
2020-06-19,80,0,237,17,0,5,80
2020-06-19,0,0,47,0,0,0,0
2020-06-19,5,0,390,3,0,12,5
2020-06-19,11,11,753,3,2,65,22
2020-06-19,0,1,352,0,1,1,1
2020-06-19,0,0,106,0,0,1,0
2020-06-19,0,0,88,0,0,6,0
2020-06-19,17,7,707,6,0,49,24
2020-06-19,4,4,871,3,1,57,8
2020-06-19,0,0,25,0,0,2,0
2020-06-19,0,0,151,0,0,2,0
2020-06-19,5,2,440,3,0,15,7
2020-06-19,3,8,397,0,0,4,11
2020-06-19,1426,494,23649,408,73,1197,1920
2020-06-19,9,1,242,3,0,5,10
2020-06-19,0,0,14,0,0,0,0
2020-06-19,0,0,30,0,0,0,0
2020-06-19,261,57,4821,90,9,147,318
2020-06-19,0,0,51,0,0,2,0
2020-06-19,49,1,199,10,0,4,50
2020-06-19,4,0,445,1,0,7,4
2020-06-19,0,3,235,0,3,9,3
2020-06-19,64,37,2135,16,2,72,101
2020-06-19,296,90,4013,72,25,91,386
2020-06-19,37,17,2479,16,5,180,54
2020-06-19,0,0,41,0,0,0,0
2020-06-19,1,0,667,1,0,1,1
2020-06-19,0,0,25,0,0,0,0
2020-06-19,4,4,397,1,2,7,8
2020-06-19,1,3,180,0,0,4,4
2020-06-19,30,11,1628,9,1,150,41
2020-06-19,93,10,1742,38,0,87,103
2020-06-19,2,3,123,0,0,5,5
2020-06-19,1,0,65,1,0,3,1
2020-06-19,4,1,448,2,1,9,5
2020-06-19,0,0,51,0,0,5,0
2020-06-19,344,66,6976,138,11,420,410
2020-06-19,15,5,1089,5,0,61,20
2020-06-19,0,0,45,0,0,0,0
2020-06-19,294,65,6214,143,10,302,359
2020-06-19,59,15,1376,19,2,56,74
2020-06-19,2,0,186,0,0,4,2
2020-06-19,43,38,1348,13,7,39,81
2020-06-19,18,1,824,5,0,87,19
2020-06-19,0,0,110,0,0,1,0
2020-06-19,0,4,54,0,0,0,4
2020-06-19,0,0,42,0,0,2,0
2020-06-19,30,9,2647,8,4,151,39
2020-06-19,0,1,50,0,0,9,1
2020-06-19,59,34,1364,23,4,86,93
